Date of Cartoon,Title,Major Subject
"Tuesday, August 19, 1952","""We Have Great Plans For You. How Many People You Got Left Now?""",Soviet Union
"Thursday, August 21, 1952","""Do You Want Us To Be Considered Below Average?""",US Economy
"Friday, August 22, 1952","""Are They Gonna Play Drop-The-Mantle?""",Soviet Union
"Sunday, August 24, 1952","""Can't Stand The Altitude, Eh, Boy?""","Presidential Election, 1952"
"Monday, August 25, 1952","""Middle Of The Road""","Presidential Election, 1952"
"Tuesday, August 26, 1952","""Last One In Is A Fraidy Cat""","Presidential Election, 1952"
"Wednesday, August 27, 1952","""It's A Shame They Keep You Cooped Up Like That""",Cold War
"Thursday, August 28, 1952","""Tum De Dum, Ta Da, Tra La --""","Presidential Election, 1952"
"Friday, August 29, 1952","""How Are You Coming With Your Cleanup, Dearie?""","Presidential Election, 1952"
"Sunday, August 31, 1952","""Now Do You Want To Try For 25?""",Cold War
"Monday, September 1, 1952",Labor Days,"Presidential Election, 1952"
"Tuesday, September 2, 1952","""No Comment?""",Truman Administration
"Wednesday, September 3, 1952",Long-Distance Fishing,"Presidential Election, 1952"
"Thursday, September 4, 1952","""Bring Me A Map Of Maine And Vermont!""","Presidential Election, 1952"
"Friday, September 5, 1952","""You Fellows Are Gonna Have To Move Over""","Congressional Elections, 1952"
"Sunday, September 7, 1952",[Untitled],"Presidential Election, 1952"
"Monday, September 8, 1952","""He's Sure Making Use Of The Barrels, Anyhow""",Abadan Crisis
"Tuesday, September 9, 1952","""I Hear He Wants 100% Parity With The Democrats""","Presidential Election, 1952"
"Wednesday, September 10, 1952","""Try This For Size""",Egypt
"Thursday, September 11, 1952","""And In This Ring --""","Presidential Election, 1952"
"Friday, September 12, 1952",Nothing Exceeds Like Excess,"Congressional Elections, 1952"
"Sunday, September 14, 1952","""It'll Be Nice To Get Back To Normal""","Presidential Election, 1952"
"Monday, September 15, 1952","""Who's Your Friend, There?""","Presidential Election, 1952"
"Tuesday, September 16, 1952","""What's So Funny About Them?""","Presidential Election, 1952"
"Wednesday, September 17, 1952","""Hey -- That's My Fountain Pen""",Cold War
"Thursday, September 18, 1952","""They Really Ought To Put In Revolving Doors""","Presidential Election, 1952"
"Friday, September 19, 1952",Greetings,Labor
"Saturday, September 20, 1952",Death Of A Salesman,"Presidential Election, 1952"
"Monday, September 22, 1952",Exploring Party,Truman Administration
"Tuesday, September 23, 1952",[Untitled],"Presidential Election, 1952"
"Wednesday, September 24, 1952","""Well, What's New?""","Presidential Election, 1952"
"Thursday, September 25, 1952","""And Now For A Change In Tempo --""","Presidential Election, 1952"
"Friday, September 26, 1952","""Wheeee -- Oh, Brother! --""","Presidential Election, 1952"
"Sunday, September 28, 1952",News Of The World,"Presidential Election, 1952"
"Monday, September 29, 1952","""Things Weren't Tough Enough""","Presidential Election, 1952"
"Tuesday, September 30, 1952",Strip Poker,"Presidential Election, 1952"
"Wednesday, October 1, 1952","""My! Hallowe'en's A Little Early This Year""","Presidential Election, 1952"
"Thursday, October 2, 1952","""Truman Just Gave A Little Back-Platform Talk""","Presidential Election, 1952"
"Friday, October 3, 1952","""Everything Going Along Roughly?""",Cold War
"Sunday, October 5, 1952",Free World,Cold War
"Monday, October 6, 1952","No, No! Those Are The Minutes Of Tomorrow's Meeting'",Soviet Union
"Tuesday, October 7, 1952","""Where Did Everybody Go?""","Presidential Election, 1952"
"Wednesday, October 8, 1952","""Our Differences Have Nothing To Do With The End Result That We Are Seeking""","Presidential Election, 1952"
"Thursday, October 9, 1952","""Let Us Know When You Want To Talk To Us""",Korean War
"Friday, October 10, 1952","""He's Taking An Awful Beating, Folks""","Presidential Election, 1952"
"Sunday, October 12, 1952","""Just Pot Luck, You Know""","Presidential Election, 1952"
"Monday, October 13, 1952","""Sic 'Im, Checkers""","Presidential Election, 1952"
"Tuesday, October 14, 1952","""Who Wants To Know, Buster?""","Presidential Election, 1952"
"Wednesday, October 15, 1952",The Melancholy Days Are Come,"Presidential Election, 1952"
"Thursday, October 16, 1952","""Anybody Care What I'm Like?""","Congressional Elections, 1952"
"Friday, October 17, 1952","""Those Darn Train Whistles Again!""","Presidential Election, 1952"
"Sunday, October 19, 1952","""Who Cares About Oil?""",Abadan Crisis
"Monday, October 20, 1952","""Feel Anything Yet?""","Presidential Election, 1952"
"Tuesday, October 21, 1952","""Who Needs Coal?""","Presidential Election, 1952"
"Wednesday, October 22, 1952","Weather Clear, Track Muddy","Presidential Election, 1952"
"Thursday, October 23, 1952",New Kind Of Political Platform,"Congressional Elections, 1952"
"Friday, October 24, 1952",[Untitled],"Presidential Election, 1952"
"Saturday, October 25, 1952",In The Bag,"Presidential Election, 1952"
"Monday, October 27, 1952",[Untitled],Truman Administration
"Tuesday, October 28, 1952","""Got To Keep Those Old Teeth Clean""","Presidential Election, 1952"
"Wednesday, October 29, 1952","""I Didn't Quite Get That Last Paragraph, General""","Presidential Election, 1952"
"Wednesday, October 29, 1952","""Naughty Naughty""","Presidential Election, 1952"
"Thursday, October 30, 1952",November 4th,"Presidential Election, 1952"
"Friday, October 31, 1952","""Here They Come Down The Stretch""","Presidential Election, 1952"
"Saturday, November 1, 1952",[Untitled],"Presidential Election, 1952"
"Sunday, November 2, 1952","""The Sincerest Form Of Flattery""","Congressional Elections, 1952"
"Monday, November 3, 1952","""Let's See, Now -- 3 And 3 Is 12, And 4 Is 13 --""","Presidential Election, 1952"
"Tuesday, November 4, 1952","""For Extraordinary Endurance --""","Presidential Election, 1952"
"Wednesday, November 5, 1952",[Untitled],"Presidential Election, 1952"
"Thursday, November 6, 1952","""Take This One Out And Burn It""","Presidential Election, 1952"
"Friday, November 7, 1952","""And Now Another Peep Into The Future -- Maybe""",Eisenhower Administration
"Sunday, November 9, 1952","""They Call This A Change?""",Cold War
"Monday, November 10, 1952","""Hey -- Looka Me!""","Congressional Elections, 1952"
"Tuesday, November 11, 1952","""Why, Yes -- In Fact, I've been Ready For 20 Years""","Presidential Election, 1952"
"Wednesday, November 12, 1952","""Well, It Looks As If We May Be Getting Rid of Him""",United Nations
"Thursday, November 13, 1952",First Tee,World Stability
"Friday, November 14, 1952","""Don't Be Unreasonable -- Just Toss Us Those P.O.W.s""",Korean War
"Sunday, November 16, 1952","""Why Don't You Go Back Where You Came From?""",Second Red Scare
"Monday, November 17, 1952","""We All Ready To Discuss The Budget?""",Congress
"Tuesday, November 18, 1952","""Hello, Ike -- How Are You At Baby-Sitting?""",World Stability
"Wednesday, November 19, 1952","""I Think I'll Change Them All Around Just Once More""",Eisenhower Administration
"Thursday, November 20, 1952","""Think This Is Too Soon To Hang 'Em Up?""",Eisenhower Administration
"Friday, November 21, 1952","""Come In -- Good To See You""",Eisenhower Administration
"Saturday, November 22, 1952","""Easy, Now -- Just A Minute -- Don't Crowd --""",Eisenhower Administration
"Sunday, November 23, 1952","""Hm -- Very Interesting""",Eisenhower Administration
"Monday, November 24, 1952","""You Got Time Now?""",World Stability
"Tuesday, November 25, 1952","""How About Launching A Dove Over Here?""",Cold War
"Wednesday, November 26, 1952","""Care To Join In A Nonpartisan Statement?""",Eisenhower Administration
"Friday, November 28, 1952","""I'm Crazy About Dove""",Korean War
"Sunday, November 30, 1952","""You Say The Reports Are Greatly Exaggerated?""",US Economy
"Monday, December 1, 1952",The Bookworms,Congress
"Tuesday, December 2, 1952","""Relax -- They Only Think About Us at Election Time""",Presidential Elections--Process
"Wednesday, December 3, 1952","""I Gave Him My List And Everything!""",Eisenhower Administration
"Thursday, December 4, 1952","""-- And It's Practically A Lifetime Appointment""",Cold War
"Friday, December 5, 1952","""I Think I've Been Scuttled""",Truman Administration
"Saturday, December 6, 1952","""What's The Quickest Way Back To Korea?""",Eisenhower Administration
"Sunday, December 7, 1952","""Look -- Maybe They'll Do It To Themselves""",Cold War
"Tuesday, December 9, 1952",Field Pack,Eisenhower Administration
"Wednesday, December 10, 1952","""You Fellows Want One More Of Me?""",Korean War
"Thursday, December 11, 1952","""Let's See, Now -- That Makes --""",Congress
"Friday, December 12, 1952","""Hear Ye, Hear Ye -- Dammit, Listen To Me!""",Presidential Elections--Process
"Saturday, December 13, 1952","""Besides, We Invented 'Bam' 'Zowie' And 'Plop' First"" ",Soviet Union
"Monday, December 15, 1952","""... 'Tis The Season To Be Jolly, Fa La La La La ...""",Truman Administration
"Tuesday, December 16, 1952","""Okay, Ike -- Here It Is""",Eisenhower Administration
"Wednesday, December 17, 1952",[Untitled],Cold War
"Thursday, December 18, 1952","""Keep Working On Him -- He Must Be Guilty Of Something""",Second Red Scare
"Friday, December 19, 1952","""We're Getting Peace Over Here, Aren't We?""",Eisenhower Administration
"Sunday, December 21, 1952","""How Does It Feel To Be Back In The Saddle Again?""",Truman Administration
"Monday, December 22, 1952","""Well, You're The Doctor""",Eisenhower Administration
"Tuesday, December 23, 1952","""Uh -- This Doesn't Mean You're The Majority""",Senate
"Wednesday, December 24, 1952","""You Know, Santa Receives A Great Many Letters --""",Congress
"Thursday, December 25, 1952",[Untitled],Christmas
"Friday, December 26, 1952","""Hey, Look -- Yoo Hoo!""",Korean War
"Sunday, December 28, 1952","""Who -- Me?""",New York City
"Monday, December 29, 1952","""Happy Honeymoon, You-All""",Eisenhower Administration
"Tuesday, December 30, 1952","""I Distinctly Saw Him Wave At Us""",Cold War
"Wednesday, December 31, 1952","""Anything New Besides Me?""",World Stability
"Thursday, January 1, 1953","""Season's Greetings!""",Truman Administration
"Friday, January 2, 1953",[Untitled],Eisenhower Administration
"Sunday, January 4, 1953","""I Have Here In My Hand -- Oops --""","McCarthy, Joseph"
"Monday, January 5, 1953","""Turn That Light Off! You Want Us To Be Bombed?""",Cold War
"Tuesday, January 6, 1953","""What We want Is Sort Of A Digest Version""",Eisenhower Administration
"Wednesday, January 7, 1953","""Heil, Comrade""",Soviet Union
"Thursday, January 8, 1953","""Anything Yet About Me Moving Somewhere?""",Taiwan
"Friday, January 9, 1953","""Ready?""",Second Red Scare
"Sunday, January 11, 1953","""Maybe I'll Stick Around And Watch This""",Congress
"Monday, January 12, 1953","""Shall We Dance?""",Senate
"Tuesday, January 13, 1953","""Goodness, I've Hardly Picked The Ambassadors Yet""",Eisenhower Administration
"Wednesday, January 14, 1953",[Untitled],Senate
"Thursday, January 15, 1953","""Gosh, Those New Atomic Weapons Are Fantastic""",Congress
"Friday, January 16, 1953","""Yeah, He Was Always A Guy That Liked Freedom""","Truman, Harry S."
"Sunday, January 18, 1953","""I Know, But It Makes Me Feel So Self-Conscious""",Congress
"Monday, January 19, 1953",[Untitled],Congress
"Tuesday, January 20, 1953","""The President Of The United States""",Eisenhower Administration
"Wednesday, January 21, 1953","""Everybody Up! Rise And Shine!""",Eisenhower Administration
"Thursday, January 22, 1953","""It's Not Customary, Mr. Wilson""",Eisenhower Administration
"Friday, January 23, 1953",[Untitled],Eisenhower Administration
"Sunday, January 25, 1953",[Untitled],Eisenhower Administration
"Monday, January 26, 1953","""I'll Learn Ya""",Second Red Scare
"Tuesday, January 27, 1953","""You've Got To Do Something About Wayne Morse""",Senate
"Wednesday, January 28, 1953","""Ah, Just Like The Good Old Days""",Soviet Union
"Thursday, January 29, 1953","""Cut Something?""",Congress
"Friday, January 30, 1953","""Be With You In A Minute""",Congress
"Sunday, February 1, 1953","""By The Way, What's The State Of The Congress?""",Eisenhower Administration
"Monday, February 2, 1953","""Hello, Ike? I Think We're Under Attack""",Public Health
"Tuesday, February 3, 1953","""Okay -- The Wraps Are Off""",Eisenhower Administration
"Wednesday, February 4, 1953","""Sorry, But We Have A Reasonable Doubt About You""",Eisenhower Administration
"Thursday, February 5, 1953","""Have A Seat -- I Want To Talk To You""",Congress
"Friday, February 6, 1953","""See -- I've Started The Big Push Already""",Eisenhower Administration
"Sunday, February 8, 1953",[Untitled],Eisenhower Administration
"Monday, February 9, 1953","""What's The Latest?""",Eisenhower Administration
"Tuesday, February 10, 1953","""Rest Assured I've Got Europe Worried""",Eisenhower Administration
"Wednesday, February 11, 1953","""When Is The Next One?""",Congress
"Thursday, February 12, 1953","""One Side, Bud -- We're Citizens of Europe Now""",World Economy
"Friday, February 13, 1953","""Yummy!""",Congress
"Sunday, February 15, 1953","""Calling All Arabs -- Calling All Arabs --""",Soviet Union
"Monday, February 16, 1953",College Humor,Congress
"Tuesday, February 17, 1953","""Well, Do You Think Tomorrow Maybe?""",Congress
"Wednesday, February 18, 1953",Big Operator,Congress
"Thursday, February 19, 1953","""We Got To Stop Reckless Spending""",Congress
"Friday, February 20, 1953","""Oops""",Second Red Scare
"Sunday, February 22, 1953","""You Know, That Piano Playing Wasn't So Bad""","Eisenhower, Dwight D"
"Monday, February 23, 1953",[Untitled],Congress
"Tuesday, February 24, 1953","""Ready, Gentlemen?""",Congress
"Wednesday, February 25, 1953","""Steady Now, Pal -- Don't Hamstring Me In My Work""",Second Red Scare
"Thursday, February 26, 1953",The New Broom,Second Red Scare
"Friday, February 27, 1953",Spring Will Be A Little Late This Year,Congress
"Sunday, March 1, 1953","""You Smell Something Rancid?""",Congress
"Monday, March 2, 1953","""Looks As If Congress May Save Us Money, Anyhow""",Soviet Union
"Tuesday, March 3, 1953","""Baby, It's Cold Outside""",Eisenhower Administration
"Wednesday, March 4, 1953","""Sit Down. Of Course You Know We're Not Settled Yet""",Eisenhower Administration
"Thursday, March 5, 1953","""You Were Always A Great Friend Of Mine, Joseph""",In Memoriam
"Friday, March 6, 1953","""I Can't Help It -- It's A Reflex Action""",Eisenhower Administration
"Saturday, March 7, 1953",Era Of The Mechanical Man,Soviet Union
"Sunday, March 8, 1953",Darkness At Noon,Soviet Union
"Monday, March 9, 1953","""You Fellows Heard About Pearl Harbor Yet?""",Congress
"Tuesday, March 10, 1953","""Any Other Important Funerals Coming Up?""",Soviet Union
"Wednesday, March 11, 1953","""I Can't Stand It, I Tell You. It's Driving Me Batty""",Second Red Scare
"Thursday, March 12, 1953","""Harold, We've Got To Throw You To The Sheep""",Second Red Scare
"Friday, March 13, 1953","""Down, Boy -- Down""",Eisenhower Administration
"Sunday, March 15, 1953","""Boy, We Could Develop That Into Some Fine Stumps""",Special Interests
"Monday, March 16, 1953","""What Do You Suppose Is Going On In Russia?""",Eisenhower Administration
"Tuesday, March 17, 1953","""Of Course, It Wasn't One Of My Bigger Performances""",Cold War
"Wednesday, March 18, 1953","""No Leash For This One?""",Congress
"Thursday, March 19, 1953","""Anything Specific?""",Korean War
"Friday, March 20, 1953","""Maybe We're Losing Our Touch""",Eisenhower Administration
"Sunday, March 22, 1953","""Read It Again""",Eisenhower Administration
"Monday, March 23, 1953","""Care To Check On Some Other Gold Bricks?""",Eisenhower Administration
"Tuesday, March 24, 1953","""Anything Shaken Loose Here In Washington?""",Eisenhower Administration
"Wednesday, March 25, 1953","""We Have Documentary Evidence That This Man Is Planning A Trip To Moscow""",Second Red Scare
"Thursday, March 26, 1953","""We Don't Want You To Get Tied Up Abroad""",Senate
"Friday, March 27, 1953","""If A Fire Breaks Out I'll Put In An Order For One""",Congress
"Sunday, March 29, 1953","""Oh-Oh, They Found Another Democrat""",Second Red Scare
"Monday, March 30, 1953","""Roll Out The Barrel""",Congress
"Tuesday, March 31, 1953","""Well, What Do You Know. I Do Have The Key, At That""",Korean War
"Wednesday, April 1, 1953",[Untitled],Second Red Scare
"Thursday, April 2, 1953","""Does The Treaty With McCarthy Allow You To Keep Your Desk?""",Eisenhower Administration
"Friday, April 3, 1953","""Think Of The Political Education You're Getting""",Congress
"Sunday, April 5, 1953",[Untitled],Eisenhower Administration
"Monday, April 6, 1953","""No Fooling?""",Korean War
"Tuesday, April 7, 1953","""Go Away, Boy -- You Bother Me""",Eisenhower Administration
"Wednesday, April 8, 1953","""Medical Reports Show That You Don't Feel So Good""",Soviet Union
"Thursday, April 9, 1953","""Aye Aye, Cap'n -- Heave Anchor""",Eisenhower Administration
"Friday, April 10, 1953","""Yes, I'm Getting Quite A Charge Out Of It""",Eisenhower Administration
"Sunday, April 12, 1953","""Let's See -- What'll I Look Into Next?""",Congress
"Monday, April 13, 1953","""And Next, Mates, We Head For Land""",Special Interests
"Tuesday, April 14, 1953","""What's This Talk About An Ammunition Shortage?""",Eisenhower Administration
"Wednesday, April 15, 1953","""You Sure This Is Going To Come Out All Right?""",Eisenhower Administration
"Thursday, April 16, 1953","""Try It Again, Men, And Be Sure You Get This Answer""",Eisenhower Administration
"Friday, April 17, 1953",Western Star,Eisenhower Administration
"Saturday, April 18, 1953","""Go Get A Nice Big Flag To Hang Up There""",Soviet Union
"Sunday, April 19, 1953","""We'll Import From Anywhere But Abroad""",Eisenhower Administration
"Monday, April 20, 1953","""Remember When People Talked Of 'Guns-Or-Butter'?""",Eisenhower Administration
"Tuesday, April 21, 1953","""Sure -- I Want To Promote Outdoor Life""",Eisenhower Administration
"Wednesday, April 22, 1953","""Who's Got Hold Of What Here?""",Senate
"Thursday, April 23, 1953","""We Killed 'Em In Europe, Boss""",Second Red Scare
"Friday, April 24, 1953","""And Some Of Those Countries Aren't American At All""",United Nations
"Sunday, April 26, 1953","""I've Been Getting In A Few Strokes Too""",Congress
"Monday, April 27, 1953","""You Shouldn't Be Burdened With All This Stuff""",Eisenhower Administration
"Tuesday, April 28, 1953","""Hey -- Here I Am""",Korean War
"Wednesday, April 29, 1953","""Here We Go Again""",Second Red Scare
"Thursday, April 30, 1953","""Can I Get Your Autograph, Mister?""",Congress
"Friday, May 1, 1953","""Stop Kicking -- We're Giving You A Barrel Too""",Congress
"Sunday, May 3, 1953","""I Sure Wish You The Greatest Success""",Eisenhower Administration
"Monday, May 4, 1953","""Well, It's A Change From Sawing People In Half""",Korean War
"Tuesday, May 5, 1953","""Sorry, But We're Awfully Hard Up For Money""",Congress
"Wednesday, May 6, 1953","""It's Over Here, Foster""",Eisenhower Administration
"Thursday, May 7, 1953",Sound Truck,Soviet Union
"Friday, May 8, 1953",[Untitled],Eisenhower Administration
"Sunday, May 10, 1953","""You Wouldn't Criticize Me, Would You, Pal?""",Second Red Scare
"Monday, May 11, 1953","""You Won't Feel A Thing""",Eisenhower Administration
"Tuesday, May 12, 1953","""Ready For Me, Partner?""",Congress
"Wednesday, May 13, 1953","""Care To Look Over Our Line, Friend?""",Eisenhower Administration
"Thursday, May 14, 1953","""But, Winnie, There Were No Cartridges In It""",Eisenhower Administration
"Friday, May 15, 1953","""Maybe We'd Better Start With A Big 2 Meeting""",Eisenhower Administration
"Sunday, May 17, 1953","""I'd Like To See You Get It, But You Know Our Policy --""",Congress
"Monday, May 18, 1953","""Funny Weather, Isn't It?""",Congress
"Tuesday, May 19, 1953","""Old Pal! How Have You Been?""",Soviet Union
"Wednesday, May 20, 1953","""They Say You May Be Able To Get Up Next Year""",Congress
"Thursday, May 21, 1953","""Baaaa""",Special Interests
"Friday, May 22, 1953",[Untitled],France
"Sunday, May 24, 1953","""You Explain It To Me, Mr. Secretary""",Eisenhower Administration
"Monday, May 25, 1953","""We Might Clear Him For Foreign Travel If He Doesn't Take Any Books Along""",Eisenhower Administration
"Tuesday, May 26, 1953","""-- Uh -- Never Mind Dusting Up There""",Eisenhower Administration
"Wednesday, May 27, 1953","""Really, I Don't Know Where To Put Any More""",Eisenhower Administration
"Thursday, May 28, 1953","""Mind Moving Over Just A Little More?""",Eisenhower Administration
"Friday, May 29, 1953","""He Says You Can Go It Alone""",Eisenhower Administration
"Sunday, May 31, 1953","""Sometimes I Wonder What's In Those Darn Things""",Eisenhower Administration
"Monday, June 1, 1953","""Is There A Doctor In The Upper House?""",Congress
"Tuesday, June 2, 1953","""Pretty Sure Of Yourself, Aren't You?""",Eisenhower Administration
"Tuesday, June 2, 1953",[Untitled],Queen Elizabeth II
"Wednesday, June 3, 1953","""Just A Little Grazing For My Hungry Animal""",Special Interests
"Thursday, June 4, 1953","""See -- Like This""",Eisenhower Administration
"Friday, June 5, 1953","""Can You Get Them All Under One Truce Tent?""",Eisenhower Administration
"Sunday, June 7, 1953","""Now, In This Pie Chart -- """,Eisenhower Administration
"Monday, June 8, 1953","""You Got All Their Names?""",Second Red Scare
"Tuesday, June 9, 1953",Hill Number 1,Korean War
"Wednesday, June 10, 1953","""How Are You Making Out, Sister?""",World Stability
"Thursday, June 11, 1953","""I'm On My Side Of The Fence, Ain't I?""",Congress
"Friday, June 12, 1953","""I Don't Know That I Want To Come Down Now""",United Nations
"Sunday, June 14, 1953",Middle Of The Road,Italy
"Monday, June 15, 1953","""Hey -- How Much Are You Gonna Deliver?""",Congress
"Tuesday, June 16, 1953","""I Don't Smell Anything""",Eisenhower Administration
"Wednesday, June 17, 1953","""Now You Take Good Care Of This Nice Fish""",Eisenhower Administration
"Thursday, June 18, 1953","""This One Doesn't Burn Easily""",Eisenhower Administration
"Friday, June 19, 1953",[Untitled],Cold War
"Sunday, June 21, 1953","""Can't Have You Breaking Out""",Korean War
"Monday, June 22, 1953","""I Think You've Been Sitting On My Hat""",Eisenhower Administration
"Tuesday, June 23, 1953","""I'm Getting A Little Tired Of This Honeymoon""",Eisenhower Administration
"Wednesday, June 24, 1953",Truce Talk,Korean War
"Thursday, June 25, 1953","""We Want To Keep In Close Touch With You Too""",Eisenhower Administration
"Friday, June 26, 1953","""Well, We Were Just Burning A Few Books, And -- """,Eisenhower Administration
"Sunday, June 28, 1953","""Is That Round-Trip Or One-Way, M'sieur?""",France
"Monday, June 29, 1953","""Aloha""",Congress
"Tuesday, June 30, 1953","""He's One Of My Young-Uns. What About It?""",Congress
"Wednesday, July 1, 1953","""You Got Any More Firecrackers?""",Eisenhower Administration
"Thursday, July 2, 1953","""What Time Does It Begin?""",Cold War
"Friday, July 3, 1953","""Remember When We Only Had The Commies To Worry About?""",Korean War
"Sunday, July 5, 1953","""Oops""",Congress
"Monday, July 6, 1953","""Who's Cooking, Comrade?""",Soviet Union
"Tuesday, July 7, 1953","""Quick, Men -- Get That Bible Off The Shelves""",Second Red Scare
"Wednesday, July 8, 1953","""-- And That's The U.S. Senate, Over There""",Cold War
"Thursday, July 9, 1953","""But You're Supposed To Be Out Recruiting For Us""",Soviet Union
"Friday, July 10, 1953","""I Want You To Shake Hands With -- Say, What's Wrong With You Guys Anyhow?""",Second Red Scare
"Sunday, July 12, 1953","""Sickle""",Soviet Union
"Monday, July 13, 1953","""Sorry, Tom -- Honeymoon, You Know""",Eisenhower Administration
"Tuesday, July 14, 1953","""Why, Yes -- I Knew Lavrenti Beria""",Soviet Union
"Wednesday, July 15, 1953","""You Sure This Doesn't Violate Any States Rights?""",State Rights
"Thursday, July 16, 1953","""Sorry, Folks, But I Can Make Better Time This Way""",Congress
"Friday, July 17, 1953",Book Burns Man,"McCarthy, Joseph"
"Sunday, July 19, 1953",The Compleat Angler,Eisenhower Administration
"Monday, July 20, 1953","""Never Mind Wrapping Them -- We'll Use Them Here""",Soviet Union
"Tuesday, July 21, 1953","""You Can See What A Big Saving We've Made""",Congress
"Wednesday, July 22, 1953","""Remember, Now -- Don't Grow Any Bigger""",Congress
"Thursday, July 23, 1953","""It Looks Darling""",Congress
"Friday, July 24, 1953","""Nobody Here But Just Us Economizers""",Congress
"Sunday, July 26, 1953","""Read Some More""",Korean War
"Monday, July 27, 1953","""That's Funny -- My Ticket Is For The Same Seat""",Congress
"Tuesday, July 28, 1953",[Untitled],Korean War
"Wednesday, July 29, 1953","""Boy, What A Team""",Eisenhower Administration
"Thursday, July 30, 1953",[Untitled],Congress
"Friday, July 31, 1953","""Better Take This One In For Questioning""",Soviet Union
"Sunday, August 2, 1953","""We Got Closed In By A Low Debt Ceiling""",Congress
"Monday, August 3, 1953","""Think That Does It?""",Korean War
"Tuesday, August 4, 1953","""Well, How Much Have We Got Left Today?""",Eisenhower Administration
"Wednesday, August 5, 1953","""Fine! Fine! Maybe You'll Do Better Next Time""",Congress
"Thursday, August 6, 1953","""It Says N-yes and Nyet""",Eisenhower Administration
"Friday, August 7, 1953","""Maybe The Beach Would Be More Restful""",Eisenhower Administration
"Sunday, August 9, 1953","""Talk About 3-D! I Could Almost Feel It""",Congress
"Monday, August 10, 1953","""Think Maybe We'd Better Say Something About It?""",Cold War
"Tuesday, August 11, 1953",[Untitled],Cold War
"Wednesday, August 12, 1953","""We Are Now Passing The Place Where They Wrecked The Public Housing Program""",Congress
"Thursday, August 13, 1953","""But, M'sieur, I AM Following The Government""",France
"Friday, August 14, 1953","""Guess What -- Again""",Eisenhower Administration
"Sunday, August 16, 1953","""Thinking Of Building Something?""",Labor
"Monday, August 17, 1953","""Do I Hear Some Disagreement?""",Cold War
"Tuesday, August 18, 1953","""Patience -- I'm Making Great Progress""",World Stability
"Wednesday, August 19, 1953","""Who Says We Don't Give Out With Butter""",Soviet Union
"Thursday, August 20, 1953","""Any Ideas Yet?""",Eisenhower Administration
"Friday, August 21, 1953","""I've Read About The Kinsey Report. Am I Big Enough To Know About The H-Bomb?""",Cold War
"Sunday, August 23, 1953",[Untitled],Cold War
"Monday, August 24, 1953","""Good Heavens! That Could Upset The Budget""",Congress
"Tuesday, August 25, 1953","""How Would You Like A Nice Double-Ring Ceremony?""",Soviet Union
"Wednesday, August 26, 1953",Conference Seat,Korean War
"Thursday, August 27, 1953","""Hear Anything?""",Eisenhower Administration
"Friday, August 28, 1953","""Nice Timing, Foster""",Eisenhower Administration
"Sunday, August 30, 1953",A Hint Of Autumn In The Air,Eisenhower Administration
"Monday, August 31, 1953","""Awful Lot Of Nationalism Abroad""",Congress
"Tuesday, September 1, 1953","""Never Mind The Blips. Get Out And Listen For Burps""",Soviet Union
"Wednesday, September 2, 1953","""Hmmm -- Some Of Them Look Suspiciously Nervous""",Eisenhower Administration
"Thursday, September 3, 1953","""Just A Little Informal Get-Together""",Democratic Party
"Friday, September 4, 1953",New Model,Eisenhower Administration
"Sunday, September 6, 1953","""If They Start Anything, We'll Throw The Book At 'Em""",Eisenhower Administration
"Monday, September 7, 1953","""Let's See, Now -- Where Can We Raise More Taxes?""",Eisenhower Administration
"Tuesday, September 8, 1953",Richest Country In The World,Eisenhower Administration
"Wednesday, September 9, 1953","""You Were Saying Something About German Unity --""",Cold War
"Thursday, September 10, 1953","""Tsk Tsk! Why Do They Trade With Him?""",Soviet Union
"Friday, September 11, 1953","""Well, Well -- Deflation, Eh?""",Congress
"Sunday, September 13, 1953","""I Ain't Going Anywhere""",Eisenhower Administration
"Monday, September 14, 1953","""Thirty Days Hath September -- """,Eisenhower Administration
"Tuesday, September 15, 1953","""Any Advice?""",Eisenhower Administration
"Wednesday, September 16, 1953",""" -- That Splendid Fellow, A Man Who -- """,United Nations
"Thursday, September 17, 1953","""Come On -- Guess My Weight""",Eisenhower Administration
"Friday, September 18, 1953","""Want To Take A Second Look?""",Eisenhower Administration
"Sunday, September 20, 1953","""Come Back And We'll See What We Can Do For You""",Eisenhower Administration
"Monday, September 21, 1953","""Ah -- Here She Comes, Now""",US Economy
"Tuesday, September 22, 1953","""How Do You Feel?""",Cold War
"Wednesday, September 23, 1953","""Again -- Already?""","Congressional Elections, 1954"
"Thursday, September 24, 1953","""Oops""",Congress
"Sunday, November 1, 1953","""Did You Get That Rain We Sent You The Other Day?""",Eisenhower Administration
"Monday, November 2, 1953","""Okay, Now Give Us That Old Smile""",Republican Party
"Tuesday, November 3, 1953","""The Lamb Is Still There. It's Just Been Integrated""",Eisenhower Administration
"Wednesday, November 4, 1953","""You Sure About This Soil Conservation Program?""",Eisenhower Administration
"Thursday, November 5, 1953","""I've Been Sitting Up With A Sick Trend""",Eisenhower Administration
"Friday, November 6, 1953","""Maybe We'd Better Not Go Back Either""",Soviet Union
"Sunday, November 8, 1953",""" ... Continued Cold ... """,Soviet Union
"Monday, November 9, 1953","""Stick Around -- Don't Go Yet""",Cold War
"Tuesday, November 10, 1953",The Search For Peace,Soviet Union
"Wednesday, November 11, 1953","""Yoo Hoo -- Spotlight!""",Congress
