Date of Cartoon,Title,Major Subject
"Thursday, February 25, 1971","""Nonsense -- Our Programs Have Taken Care Of All That""",US Economy
"Friday, February 26, 1971",Offensive,Nixon Administration
"Sunday, February 28, 1971","""Let's Make It Clear -- U.S. Infantrymen Would Be In Laos Only To Rescue Our Helicopter Crews, Who Are There Only To Protect Vietnamese Troops, Who Are There Only To Protect American Troops In Vietnam, Who ...""",Vietnam War
"Tuesday, March 2, 1971","""We've Got All The Time In The World -- However Much Time The World Still Has""",Cold War
"Wednesday, March 3, 1971",Home Front,Nixon Administration
"Thursday, March 4, 1971","""That's Not Exactly The Kind Of Revenue Sharing We Had In Mind""",Campaign Finance
"Friday, March 5, 1971","""You Say, Sir, That This Pipe Came From Laos?""",Nixon Administration
"Sunday, March 7, 1971","""We're Very Concerned About Your Environment""",Special Interests
"Tuesday, March 9, 1971","""These Helicopters Are Comparatively Safe, Aren't They?""",Vietnam War
"Wednesday, March 10, 1971",Silenced Majority,Nixon Administration
"Thursday, March 11, 1971","""Kill It -- It Looks Dangerous To Me""",US Economy
"Friday, March 12, 1971","""It's Not All Profit, You Know -- We Spend A Lot On Political Contributions And On Campaigns To Propagandize You""",Special Interests
"Sunday, March 14, 1971","""It's For Security -- It Makes Us Feel More Secure""",Nixon Administration
"Tuesday, March 16, 1971","""I Hope They Just Mean Civilians""",Nixon Administration
"Wednesday, March 17, 1971","""Now -- Clean, Clean Hands""",Pollution
"Thursday, March 18, 1971","""What Ill Effects""",Special Interests
"Friday, March 19, 1971","""Ah, But This Rug Will Have A Special Backing That Will Make It Impossible For It To Be Pulled Out""",Middle East
"Sunday, March 21, 1971",The Hard Sell,Vietnam War
"Tuesday, March 23, 1971","""You Say You're Just Having A Few To Unwind?""",Vietnam War
"Wednesday, March 24, 1971","""You Mean I Might Have To Go Off The Welfare Rolls?""",Special Interests
"Thursday, March 25, 1971","""Look -- Light At The End Of The Tunnel""",Vietnam War
"Friday, March 26, 1971","""And Besides, It Makes Us Look Like Damn Fools""",FBI
"Sunday, March 28, 1971","""Goodness, We're Not Trying To Lean On You -- We Want You To Work Out Your Own Way Of Accepting Our Terms""",Middle East
"Tuesday, March 30, 1971","""It Says Here They're Winding Down The War""",Nixon Administration
"Wednesday, March 31, 1971","""I Don't Know Anything About Snooping, Senator -- I'm In The Selling End""",Nixon Administration
"Thursday, April 1, 1971","""Your Majesty, We've Woven This Wonderful New Outfit For You, Designed To Give You Special Magical Protection""",US Economy
"Friday, April 2, 1971",[Untitled],Vietnam War
"Sunday, April 4, 1971","""We'll Keep on Getting Our Aid Direct""",Nixon Administration
"Tuesday, April 6, 1971",Opening Grandstand Play Of The Season,Vietnam War
"Wednesday, April 7, 1971","""One Question, Chief -- What Do I Say When They Ask Me How Would I Know?""",Nixon Administration
"Thursday, April 8, 1971",Great Leap Forward,Nixon Administration
"Friday, April 9, 1971","""You're An Officer And A Gentleman -- And Both Of You Are Very Generous""",Congress
"Sunday, April 11, 1971","""Whew -- I Hope Nobody Made A Tape Of That Phone Call""",Nixon Administration
"Tuesday, April 13, 1971","""That's Just The Rate Of Climb Of The Plane -- The Top Secret Is Over Here""",Nixon Administration
"Wednesday, April 14, 1971","""The Pulse Beat Is Quickening""",Nixon Administration
"Thursday, April 15, 1971","""Good Thinking, Chief -- And If This Crime Wave Gets Any Worse, I Saw We Should Call A Policeman""",Nixon Administration
"Friday, April 16, 1971","""It's A Crazy Idea But It Just Might Work""",Vietnam War
"Sunday, April 18, 1971","""People Who Tell You About Us Are Just Spreading Fear""",Nixon Administration
"Tuesday, April 20, 1971","""Well, We're Faster Than That Sound Anyhow""",US Economy
"Wednesday, April 21, 1971","""Of Course You Can Have Time For Reply -- When And If You Can Get Back In Power""",Nixon Administration
"Thursday, April 22, 1971","""They Didn't Pay Any Attention To Our V.I.P. Tags""",Civil Rights
"Friday, April 23, 1971","""Some Of The Things You Hear These Days Are Absolutely Shocking""",Nixon Administration
"Sunday, April 25, 1971","""I'm Beginning To Worry About A Third-Strike Capability""",Cold War
"Tuesday, April 27, 1971","""Oh -- And To You Down There, Warm Regards""",Nixon Administration
"Wednesday, April 28, 1971","""Goodness, Could There Be Anyone Like That?""","Presidential Election, 1972"
"Thursday, April 29, 1971","""Now To Get Them In It""",Nixon Administration
"Friday, April 30, 1971","""Some Day Maybe The Government Will Do Something About Your Internal Security""",Congress
"Sunday, May 2, 1971",Deposits,Coal Industry
"Tuesday, May 4, 1971",[Untitled],Protests
"Wednesday, May 5, 1971",Salt,Cold War
"Thursday, May 6, 1971","""I Don't Know If I Want To See What's There""",Nixon Administration
"Friday, May 7, 1971","""This Is Outrageous -- I'm Accustomed To Being Greeted With The Greatest Cordiality And Respect --""",US Economy
"Sunday, May 9, 1971",Rescue Operation,Nixon Administration
"Tuesday, May 11, 1971",The Intergovernmental Ballistic Balloon,Nixon Administration
"Wednesday, May 12, 1971",High,FBI
"Thursday, May 13, 1971",The Return Of Dracula,Special Interests
"Friday, May 14, 1971","""We Haven't Noticed Any Bumper Trouble""",Nixon Administration
"Sunday, May 16, 1971",Tap,Nixon Administration
"Tuesday, May 18, 1971","""Nothing Doing -- We're Fighting Inflation""",Nixon Administration
"Wednesday, May 19, 1971","""Notice The Big Difference""",Nixon Administration
"Thursday, May 20, 1971","""Think It's Safe To Reduce Our Anti-Mansfield Troops?""",Nixon Administration
"Friday, May 21, 1971",Opening Of The Great Pyramid Of Austin,"Johnson, Lyndon B."
"Sunday, May 23, 1971","""You Have With You The Dowry, Ma Cherie?""",World Economy
"Tuesday, May 25, 1971","""They Say Pollution Control Could Hurt Business""",Pollution
"Wednesday, May 26, 1971","""Those Bargains Better Be Good""",Nixon Administration
"Thursday, May 27, 1971","""Ladies And Gentlemen -- The President Of Various Sections Of The United States""","Presidential Election, 1972"
"Friday, May 28, 1971","""Tragic ... Reprehensible ...""",Nixon Administration
"Sunday, May 30, 1971","""Oops""",Nixon Administration
"Tuesday, June 1, 1971","""I've Put An End To Their Surreptitious Eavesdropping""",Middle East
"Wednesday, June 2, 1971","""Any Withdrawal Program To Get Vietnam Out Of The Troops?""",Vietnam War
"Thursday, June 3, 1971","""He Used To Say It Wasn't Safe To Be Out Alone Here -- Now It's Not Even Safe To Be Near A Crowd""",Nixon Administration
"Friday, June 4, 1971","""They All Seem To Have Vertical Takeoff Prices""",Nixon Administration
"Sunday, June 6, 1971",Even-Handed Justice,Nixon Administration
"Tuesday, June 8, 1971","""It Says Here That The Corner Has Been Turned""",US Economy
"Wednesday, June 9, 1971","""Let's Try That Recipe Once More""",Nixon Administration
"Thursday, June 10, 1971","""Charge""",Nixon Administration
"Friday, June 11, 1971",[Untitled],Nixon Administration
"Sunday, June 13, 1971","""It's A Devilish Idea -- Pretty Soon They'll Go Nuts Trying To Get Repairs, Same As Us""",Nixon Administration
"Tuesday, June 15, 1971",Light On The Beginning Of The Tunnel,Vietnam War
"Wednesday, June 16, 1971","""The Government Says Publication Of Those Documents On The War Can Be Injurious""",Vietnam War
"Thursday, June 17, 1971",The Right To Know -- 1971,Nixon Administration
"Friday, June 18, 1971","""Just As Long As They Don't Extend The Idea To Us""",Nixon Administration
"Sunday, June 20, 1971",New Figure On The American Scene,Nixon Administration
"Tuesday, June 22, 1971",The War At Home,Nixon Administration
"Wednesday, June 23, 1971","""Follow That Car -- And That One -- And That One --""",Nixon Administration
"Thursday, June 24, 1971","""You Want Us To Keep On Using That Line About Our Not Advocating Censorship?""",Nixon Administration
"Friday, June 25, 1971",New Hand In The News Room,Nixon Administration
"Sunday, June 27, 1971","""This Is Awful -- It's Not One Of Ours""",Nixon Administration
"Tuesday, June 29, 1971","""You're Our Permanent Panelist""",Nixon Administration
"Wednesday, June 30, 1971","""They Count Me As Working""",Nixon Administration
"Thursday, July 1, 1971",The Winner,Nixon Administration
"Friday, July 2, 1971","""Can You Be Sure That Publication Of Those Papers Won't Somehow Some Way Result In Casualties?""",Nixon Administration
"Sunday, July 4, 1971","""It's a Pricing Idea We Got From The International Air Lines""",US Economy
"Tuesday, July 6, 1971","""The New American Revolution""",Nixon Administration
"Wednesday, July 7, 1971","""Nobody's Perfect""",Nixon Administration
"Thursday, July 8, 1971","""You're Certainly Not Going To Let That Thing Stand In The Way Of 'Congressional Courtesy,' Are You?""",Congress
"Friday, July 9, 1971","""Oh, You Wouldn't Be Interested In The Others""",Nixon Administration
"Sunday, July 11, 1971","""Well, Folks, It Looks Like Another Change In The Little Old Game Plan""",Nixon Administration
"Tuesday, July 13, 1971",The Big Push,Vietnam War
"Wednesday, July 14, 1971",Out-Takes,Nixon Administration
"Thursday, July 15, 1971","""You Gentlemen Wish To Place Some More -- Uh -- Bargaining Chips?""",Cold War
"Friday, July 16, 1971","""You're A Mess!""",South Vietnam
"Sunday, July 18, 1971",[Untitled],Nixon Administration
"Tuesday, July 20, 1971","""Let's See Now -- Does He Get There First Or Do They Get Here First?""",Nixon Administration
"Wednesday, July 21, 1971","""They're Willing To Get Along With Anyone But Me""",Nixon Administration
"Thursday, July 22, 1971","""'You Just Think Lovely Wonderful Thoughts,' Peter Explained, 'And They Lift You Up In The Air'""--Peter Pan",Congress
"Friday, July 23, 1971","""Just Take It And Go Back In""",Congress
"Sunday, July 25, 1971","""It Makes My Blood Boil To See Those People Getting Government Handouts""",Nixon Administration
"Tuesday, July 27, 1971",Flight,US Economy
"Wednesday, July 28, 1971",How To Succeed In Business Without Really Succeeding,US Economy
"Thursday, July 29, 1971","""Great Speech You Made, Chief, Attacking The Courts For Being Too Slow""",Civil Rights
"Friday, July 30, 1971","""We're Having A Really Great Season, Except For The Scores""",Nixon Administration
"Sunday, August 1, 1971","""And Leave The Highways To Us""",Special Interests
"Tuesday, August 3, 1971","""Sorry, We Don't Have Anything In Your Size""",US Economy
"Wednesday, August 4, 1971","""Just Keep Pouring -- If I'm Going To Get Polluted, I Might As Well Do It Myself""",Pollution
"Thursday, August 5, 1971","""Everybody Happy?""",Civil Rights
"Friday, August 6, 1971","""Poor Chap -- He Was Just Declassifying A Paper When A New Batch Dropped On Him""",Nixon Administration
"Sunday, August 8, 1971",And Then There Were Thieu,South Vietnam
"Tuesday, August 10, 1971","""Send Up More Nuclear Bargaining Chips. I Think This Guy's Getting In A Shaky Position""",Cold War
"Wednesday, August 11, 1971",Endangered American Species,Nixon Administration
"Thursday, August 12, 1971","""Do You Think Things Will Be Better Now That We Have A Democratic Mayor?""",Urban Issues
"Friday, August 13, 1971",Campaign Bus,"Presidential Election, 1972"
"Sunday, August 15, 1971",Last Rites,Protests
"Tuesday, August 17, 1971","""You're Lucky I Happen To Be Here""",Nixon Administration
"Wednesday, August 18, 1971","""Naturally, It's A Deeper Freeze For Some Than For Others""",Nixon Administration
"Thursday, August 19, 1971","""Dear, Which Fresh Foods Will Go Best With Our Frozen Budget?""",Nixon Administration
"Friday, August 20, 1971","""Who Says I'm Not Trying To Bring People Together?""",Nixon Administration
"Sunday, August 22, 1971","""You Sure That Anesthetic Will Hold Long Enough?""",Nixon Administration
"Tuesday, August 24, 1971","""For Heaven's Sake, Put Something On Just For Appearances""",South Vietnam
"Wednesday, August 25, 1971","""What If They Go In For Competitive Wall-Building?""",Nixon Administration
"Thursday, August 26, 1971","""I Follow A Strictly Hands-Off Policy""",South Vietnam
"Friday, August 27, 1971","""The Product We Advertised Is Not Available At This Time. However, We Are Sending You Instead This Handsome Bumper Sticker For The Big New Car You Will Want To Purchase ...""",US Economy
"Sunday, August 29, 1971","""And Now For The Extended Forecast --""",US Economy
"Tuesday, August 31, 1971",Buried,Nixon Administration
"Wednesday, September 1, 1971","""I Think I'm Getting Airsick""",Air Travel
"Thursday, September 2, 1971","""I'd Be Glad If My Dollars Would Just Settle Down To Floating""",US Economy
"Friday, September 3, 1971","""What Do You Mean, What Have We Been Fighting For? Here's An Example Of A Vietnamese Determining His Own Failure, Already""",Vietnam War
"Sunday, September 5, 1971","""New Game Plan -- Same Bench""",US Economy
"Tuesday, September 7, 1971","""I Don't Know Much About 'Work Ethic' -- I Just Wish I Could Get A Job""",Nixon Administration
"Wednesday, September 8, 1971","""What Do You Mean, Try It On Our Top Officials? That Would Be Insulting!""",Nixon Administration
"Thursday, September 9, 1971","""Got To Teach 'Em The Value Of A Dollar""",Nixon Administration
"Friday, September 10, 1971","""You Mean After November 13th I Come Down Into The Fridge?""",Nixon Administration
"Sunday, September 12, 1971","""This Latest Good-News Report Comes To You Direct From Our Official Underground Bunker ...""",Nixon Administration
"Tuesday, September 14, 1971","""At This Altitude, It Doesn't Snow""",Nixon Administration
"Wednesday, September 15, 1971","""As Long As I Don't Get A 'No' Vote From The White House""",South Vietnam
"Thursday, September 16, 1971",Walled Off,Prison Riots
"Friday, September 17, 1971","""Say, That Rescue Boat Looks Like Kind Of A Tight Ship""",Nixon Administration
"Sunday, September 19, 1971","""It's A Libel For Anyone To Suggest There Might Be Limits To How Far You Can Go In 1972""",Nixon Administration
"Tuesday, September 21, 1971","""That Next Appointment Better Be Good""",Supreme Court
"Wednesday, September 22, 1971",Vietnamized,Vietnam War
"Thursday, September 23, 1971","""I Was Still Trying To Get Home Rule When Somebody Took Away Home Plate""",Washington DC
"Friday, September 24, 1971",Decision Maker,Supreme Court
"Sunday, September 26, 1971","""I Guess It Depends On Whether You're Dressed For It""",US Economy
"Tuesday, September 28, 1971","""Curse You, Lufthansa!""",Air Travel
"Wednesday, September 29, 1971",Milk Run,Nixon Administration
"Thursday, September 30, 1971","""Got To Throw Out A Few People To Keep Gaining Altitude""",Nixon Administration
"Friday, October 1, 1971","""For President? We Seem To Be Supporting Nixon -- But We Don't Want To""","Presidential Election, 1972"
"Sunday, October 3, 1971","""There's An Art To Analyzing Statistics""",Nixon Administration
"Tuesday, October 5, 1971","""A Vietnamese Solution To A Vietnamese Problem"" -- Nixon Administration officials on the Thieu ""re-election""",Vietnam War
"Wednesday, October 6, 1971","""We Wouldn't Want Him To Feel Any Sudden Shock""",Nixon Administration
"Thursday, October 7, 1971","""When Kissinger Gets Here, Maybe We Can Find Out What's Going On In Washington""",Nixon Administration
"Friday, October 8, 1971",New Play In The Big Game Plan Against The Kids,Nixon Administration
"Sunday, October 10, 1971","""Could You Make This Perfectly Clear?""",Nixon Administration
"Tuesday, October 12, 1971",Previously Unfortified Border,Nixon Administration
"Wednesday, October 13, 1971","""Call The NASA Space Center -- I've Got An Idea For Another Trip Before November 1972""",Nixon Administration
"Thursday, October 14, 1971","""Observe Closely, Senator, The Curve Of The Wing, The Thrust Of The Engine, The Roundness Of The Wheels --""",Nixon Administration
"Friday, October 15, 1971","""There Doesn't Seem To Be Anything Frozen Here""",Nixon Administration
"Sunday, October 17, 1971","""I'm Still In Phase Zero""",US Economy
"Tuesday, October 19, 1971","""We Too Have Troublemakers Who Don't Appreciate Authority""",Nixon Administration
"Wednesday, October 20, 1971","""And Your Publishers Can Say In The Book Ads That You Made Me What I Am Today""","Johnson, Lyndon B."
"Thursday, October 21, 1971","""I recognize and appreciate the achievements that are going forward under the present Greek government."" -- Spiro T. Agnew",Nixon Administration
"Friday, October 22, 1971","""Don't Be Taken In By Them Scientists -- Leave Everything To Old Doc Politics""",Nixon Administration
"Sunday, October 24, 1971","""... Now, When The Cold Air Mass Meets A Hot Air Trend, We Have Fog ...""",Nixon Administration
"Tuesday, October 26, 1971","""Good Grief, Your Excellency! The Schedule Says We're Supposed To Be Visiting Them Today""",Nixon Administration
"Wednesday, October 27, 1971",The Year The Yankees Lost The Pennant,United Nations
"Thursday, October 28, 1971","""Roll Those U.N. Shots Again, And Let's Get The Names Of The Guys That Are Smiling""",United Nations
"Friday, October 29, 1971","""And Now, To Drown Out Any Complaints --""",Nixon Administration
"Sunday, October 31, 1971",The Two-Nixon China Policy,Nixon Administration
"Tuesday, November 2, 1971","""Folks, This Is Your Captain Speaking -- Let Me Say Again That Everything Looks Fine --""",US Economy
"Wednesday, November 3, 1971",[Untitled],Senate
"Thursday, November 4, 1971","""If You Were Worried About That Explosion In Alaska, Get A Load Of This""",Congress
"Friday, November 5, 1971","""He Has A Real Judicial Mind, Senator -- He Thinks There Are Also Occasions When It Would Be Okay To Uphold People's Rights""",Supreme Court
"Sunday, November 7, 1971",The Other Troop Withdrawals,Vietnam War
"Tuesday, November 9, 1971","""I Understand They've Been Having Some Second-Act Trouble""",Nixon Administration
"Wednesday, November 10, 1971","""It Just Needs A Few Extra Ingredients""",Nixon Administration
"Thursday, November 11, 1971","""All Clear 00 You Can Come Out Now -- I Said, All Clear -- Say, Can You Fellows Hear Me?""",Nixon Administration
"Friday, November 12, 1971","""See What You Can Get On This TV Guy -- Yeah, We're Considering Him For A High Position""",Nixon Administration
"Tuesday, November 16, 1971","""This Here Boy Is A Strict Constructionist. He'll Uphold The Straight Old U.S. Constitution Without All Those Fandangled Amendments About People's Rights""",Supreme Court
"Wednesday, November 17, 1971",For The Championship Of The United States,Congress
"Thursday, November 18, 1971","Latest Moves On Checkerboard Square, Washington",Nixon Administration
"Friday, November 19, 1971","""You Certainly Seem To Be Helping SOME People To Help Themselves""",Nixon Administration
"Sunday, November 21, 1971","""It's A Free Country. Anyone Can Enter The Race""",Campaign Finance
"Tuesday, November 23, 1971","""Next Time Send Ahead MY Reception Committee, MY Band, MY Television Cameras, And MY White House Guards In Full Uniform, Saluting Me""",Nixon Administration
"Wednesday, November 24, 1971","""And NOW -- From The Same People Who Gave You G. Harrold Carswell --""",Supreme Court
"Thursday, November 25, 1971","""Think Of Yourself As Contributing To 'The New Prosperity'""","Presidential Election, 1972"
"Friday, November 26, 1971","""We Feel We've Maintained A Balance In The Middle East""",Nixon Administration
"Sunday, November 28, 1971",Permanent Hostages,Urban Issues
"Tuesday, November 30, 1971","""If You Throw In A Bunch At Once, He Can't Stop 'Em All""",Nixon Administration
"Wednesday, December 1, 1971",[Untitled],Campaign Finance
"Thursday, December 2, 1971","""Well, Maybe I Can Come Down A Little""",World Economy
"Friday, December 3, 1971",Book Jacket,Soviet Union
"Sunday, December 5, 1971",Law And Orders,Nixon Administration
"Tuesday, December 7, 1971","""It's Such A Good Deal You've Got To Sign Quick -- And Don't Kick The Tires On This One""",Supreme Court
"Wednesday, December 8, 1971","""How Awful! It's A Good Think I Took Off My Dark Glasses In Time To See This""",Nixon Administration
"Thursday, December 9, 1971","""That Extra One Hasn't Cleared The Air""",Supreme Court
"Friday, December 10, 1971","""Now, Are There Any Democracies We Haven't Offended Or Any Dictatorships We Haven't Cozied Up To?""",Nixon Administration
"Sunday, December 12, 1971","""Was There Anything Else You Wanted?""",Nixon Administration
"Tuesday, December 14, 1971","""Next -- Ho Ho Ho, Merry Christmas -- Next --""",Nixon Administration
"Wednesday, December 15, 1971","""Brother, It Happened Over Here Long Ago""",World Economy
"Thursday, December 16, 1971","""Well, We Can't Say He Didn't 'Bring Us Together'""",US Economy
"Friday, December 17, 1971","""Listen -- For Just A Little Bit More We Can Get A Real One""",Gun Controls
"Sunday, December 19, 1971",The Man In The Background,Nixon Administration
"Tuesday, December 21, 1971",Off And Running,"Presidential Election, 1972"
"Wednesday, December 22, 1971","""Any More Ideas?""",Nixon Administration
"Thursday, December 23, 1971","""... it vanished quite slowly, beginning with the end of the tail, and ending with the grin, which remained some time after the rest of it had gone."" -- Alice and the Cheshire Cat",Nixon Administration
"Sunday, December 26, 1971","""Everything fine. Last week my boy was wounded in the Vietname Peace; yesterday I was mugged on the streets that are Free of Fear; and today my husband was laid off in The New Prosperity""",Nixon Administration
"Tuesday, December 28, 1971","""Remember The Good Old Freeze?""",US Economy
"Wednesday, December 29, 1971",The Still-Forgotten Man,US Economy
"Thursday, December 30, 1971","The Long, Long Winding-Down Trail",Vietnam War
"Friday, December 31, 1971",Ringing In The New Year,"Presidential Election, 1972"
"Sunday, January 2, 1972","""None Of Them Seems To Have Been Made Perfectly Clear""",New Year
"Tuesday, January 4, 1972",Air War,Nixon Administration
"Wednesday, January 5, 1972","""Now Put In Calls To Muskie, McGovern, Humphrey And Lindsay --""","Presidential Election, 1972"
"Thursday, January 6, 1972","""Somebody Around Here Has Been Putting Out Accurate Information""",Nixon Administration
"Friday, January 7, 1972","""Suppose I Say 'A High Government Official' --""",Nixon Administration
"Sunday, January 9, 1972","""Have I Got Them All Now?""","Presidential Election, 1972"
"Tuesday, January 11, 1972",Unscheduled Summit,Nixon Administration
"Wednesday, January 12, 1972",High Public Office,"Presidential Election, 1972"
"Wednesday, March 22, 1972","""Call Mrs. Beard's Doctor -- There's Been A Terrible Accident""",Nixon Administration
"Thursday, March 23, 1972","""First The Good News, Mr. President -- You Wanted That $400,000 Contribution Story Off The Front Pages ...""",Nixon Administration
"Friday, March 24, 1972","""We Won't Let Anyone Torpedo The Anti-Inflation Effort""",Nixon Administration
"Sunday, March 26, 1972","""Secretary Butz Says The Price Of Steak Is Just Right""",US Economy
"Tuesday, March 28, 1972","""Down, Dammit!""",Nixon Administration
"Wednesday, March 29, 1972",White House Emergency Squad,Nixon Administration
"Thursday, March 30, 1972","""Admiral, You Have Been Summoned Here On Charges That You Have Failed To Spend Beyond The Call Of Duty""",Nixon Administration
"Friday, March 31, 1972","""Tell The Housewives We Are Continuing Our Fight Against Inflation""",Nixon Administration
"Sunday, April 2, 1972","""Oh -- At First I Thought That Was Marijuana Smoke!""",Nixon Administration
"Tuesday, April 4, 1972","""How Would You Like To See Some Hot Pictures Instead?""",Nixon Administration
"Wednesday, April 5, 1972",[Untitled],Vietnam War
"Thursday, April 6, 1972","""How Are Things At The Jigsaw Puzzle Factory?""","Presidential Election, 1972"
"Friday, April 7, 1972",Tangled Web,Nixon Administration
"Sunday, April 9, 1972","Fourth Year Of The ""Plan To End The War""",Vietnam War
"Tuesday, April 11, 1972","""It Detracts A Little From The Feeling Of Triumph""",US Economy
"Wednesday, April 12, 1972","""Take Heart, Ma'am -- After He Gets It Inflated, He'll Rescue You From It""",Nixon Administration
"Thursday, April 13, 1972","""Isn't There Some Simple Word For All That?""",Nixon Administration
"Friday, April 14, 1972","""Sh! Don't Laugh Till After He Leaves""",US Economy
"Sunday, April 16, 1972","""I've Been Away -- What New Economic Plan And What Secret Peace Plan Are We On Now?""",Nixon Administration
"Tuesday, April 18, 1972",[Untitled],Vietnam War
"Wednesday, April 19, 1972","""We're Interested In Prime Time -- You Know What We Mean?""","Presidential Election, 1972"
"Thursday, April 20, 1972","""Let Me Know When There's A Winding-Down""",Vietnam War
"Friday, April 21, 1972",[Untitled],Campaign Finance
"Sunday, April 23, 1972",White House Rug,Nixon Administration
"Tuesday, April 25, 1972","""And After The Rollback, Some Of You May File Suits For Individual Refunds --""",US Economy
"Wednesday, April 26, 1972","""My Fellow Americans, There Are Those Who Would Divide Us -- Can You Hear Me All Right? --""",Nixon Administration
"Thursday, April 27, 1972","""Officer, I Want You To Investigate -- Uh, Never Mind""",Nixon Administration
"Friday, April 28, 1972",[Untitled],"Presidential Election, 1972"
"Sunday, April 30, 1972",[Untitled],Nixon Administration
"Tuesday, May 2, 1972",The Unscheduled Withdrawals,Vietnam War
"Wednesday, May 3, 1972",Another Summit,Vietnam War
"Thursday, May 4, 1972",The Upper Deaths,Coal Industry
"Friday, May 5, 1972","""And There's Facilities For National TV And Press Services As Well As International Telephone And Telegraph -- Did I Say Something Wrong?""","Presidential Election, 1972"
"Sunday, May 7, 1972","""Chins UP -- You're Just As Well Off As You Were Last Month And Last Year""",Nixon Administration
"Tuesday, May 9, 1972","""-- And If Elected, I Promise Not Only To Outlaw School Busing, But To Outlaw The Schools Too""",Civil Rights
"Wednesday, May 10, 1972","Fourth Year Of The ""Plan To End The War"" (Contd.)",Vietnam War
"Thursday, May 11, 1972","""They Just Don't Wash""",Vietnam War
"Friday, May 12, 1972","""A Funny Thing Happened On The Way Back From The Barbecue. I Ran Into Some Damn Democrats In A Primary --""","Presidential Election, 1972"
"Sunday, May 14, 1972","""Whee -- Good Grief! -- Whee -- Oh, My Gosh! --""","Presidential Election, 1972"
"Tuesday, May 16, 1972",American Political Process: '63 ... '68 ... '72 ...,"Wallace, George"
"Wednesday, May 17, 1972","""Relax -- This'll Blow Over Too""",Gun Controls
"Thursday, May 18, 1972","""Funny, You Don't Look Democratic""","Presidential Election, 1972"
"Friday, May 19, 1972","""... It Was Announced Today That The President Had A Secret Meeting With Dr. Kissinger To Discuss Future Secret Meetings About Secret Meetings With ...""","Nixon, Richard"
"Sunday, May 21, 1972",1972 Crystal Ball,"Presidential Election, 1972"
"Tuesday, May 23, 1972","""You Don't Understand, Son. When Democrats Go There, It's A Sellout -- When We Go, It's A Journey For Peace""",Nixon Administration
"Wednesday, May 24, 1972","""That's Nice""",Gun Controls
"Thursday, May 25, 1972","""Of Course We're Hitting North Vietnamese Civilians -- Why Should We Treat Them Any Better Than We Do The South Vietnamese?""",Vietnam War
"Friday, May 26, 1972",Arms Race,Nixon Administration
"Sunday, May 28, 1972","""They Just Recalled My Tires Too -- And I'm Thinking Of Leaving The Body To Science""",Automotive Industry
"Tuesday, May 30, 1972","""It Looks Like More Non-Mushroom Weather To Me""",Nixon Administration
"Wednesday, May 31, 1972",[Untitled],Nixon Administration
"Thursday, June 1, 1972","""And Now, In The California Race, Coming Down The Stretch --""","Presidential Election, 1972"
"Friday, June 2, 1972","""I Do Solemnly Refresh My Memory And Try To Recall To The Best Of My Ability ...""",Nixon Administration
"Sunday, June 4, 1972","""If There's A Phase Three, I Don't Think We're Going To Make It""",Nixon Administration
"Tuesday, June 6, 1972",Tilt,Nixon Administration
"Wednesday, June 7, 1972","""Vietnamization has been astonishingly successful""--Secretary Laird",Vietnam War
"Thursday, June 8, 1972","""Just As I Suspected All Along -- That Gentle George McGovern Was A Stalking Horse For Mighty George McGovern""","Presidential Election, 1972"
"Friday, June 9, 1972","""Easy, Now -- Steady -- Here We Go --""","Presidential Election, 1972"
"Sunday, June 11, 1972","""It's Still There""",Nixon Administration
"Tuesday, June 13, 1972",Tip Of The Iceberg,"Presidential Election, 1972"
"Wednesday, June 14, 1972","""I'm Not Covered By Any Agreement""",Nixon Administration
"Thursday, June 15, 1972","""Every Little Bit Helps""",Nixon Administration
"Friday, June 16, 1972","""Dr. Kissinger, I Presume?""",Nixon Administration
"Sunday, June 18, 1972","""There's The Tightest Security Of The Campaign""","Presidential Election, 1972"
"Tuesday, June 20, 1972","""Who Would Think Of Doing Such A Thing?""",Watergate
"Wednesday, June 21, 1972","""Remember, We Don't Talk Till We Get A Lawyer""",Watergate
"Thursday, June 22, 1972","""Please! A World Figure Like The President Can Not Be Bothered With These Domestic Details""",Nixon Administration
"Friday, June 23, 1972","""Strange -- They All Seem To Have Some Connection With This Place""",Nixon Administration
"Sunday, June 25, 1972","""Dearie, In This Story You've Got To Find The Prince Charming First""",Nixon Administration
"Tuesday, June 27, 1972","""Man, We Were Lucky -- We Rode On Those Things Before Anyone Realized How Terrible They Are""",Nixon Administration
"Wednesday, June 28, 1972","""Hey -- The Secretary Is On A Trip Abroad, Just Like The Administration Big Shots""",Nixon Administration
"Thursday, June 29, 1972","""It's A Big-Guys Games""",Nixon Administration
"Friday, June 30, 1972","""That'll Stop McGovern!""","Presidential Election, 1972"
"Sunday, July 2, 1972","""I'll Tell You Everything You Need To Know""",Nixon Administration
"Tuesday, July 4, 1972","""So I Said I'd Never Do Anything Like This -- Well, I Was Wrong Again""","Presidential Election, 1972"
"Wednesday, July 5, 1972","""They Say We Have 'Smart Bombs' -- Now, If Only We Had Smart Leaders""",Vietnam War
"Thursday, July 6, 1972",Political Party,"Presidential Election, 1972"
"Friday, July 7, 1972",White Flag,Nixon Administration
"Sunday, July 9, 1972","""Oyez! Oyez! This Honorable Convention Is Now In Session. The Chair Recognizes Mr. Justice Delegate ...""","Presidential Election, 1972"
