Date of Cartoon,Title,Major Subject
"Saturday, June 23, 1962",[Untitled],US Economy
"Sunday, June 24, 1962","""Let's Put It This Way -- The Last Administration Achieved A Scientific Breakthrough In Alchemy""",Congress
"Tuesday, June 26, 1962","You Don't Understand That We Alone Can Say What Is Right And What Is Wrong!""",India
"Wednesday, June 27, 1962","""Nice Kitty Can't It Come In?""",Schools
"Thursday, June 28, 1962","""Leaving Religion To Private Initiative Is Un-American!""",Congress
"Friday, June 29, 1962","""Hey -- We Landed One Of The Big Ones!""",Kennedy Administration
"Sunday, July 1, 1962",Nailed,Anti-Communism
"Tuesday, July 3, 1962",Life In Lilliput,Congress
"Wednesday, July 4, 1962","""You're Getting To Be As Bad As Those Democrats""",US Economy
"Thursday, July 5, 1962","""All Are Gone, The Old Familiar Fasces""",Spain
"Friday, July 6, 1962","""Thanks For The Medal, I Think""",Republican Party
"Sunday, July 8, 1962","""Oh, We're Not Against ALL Government Spending""",Congress
"Tuesday, July 10, 1962","""Kennedy's Right. Kids Today Aren't Active Enough""",Kennedy Administration
"Wednesday, July 11, 1962","""Quick -- Boil Lots Of Water""",Kennedy Administration
"Thursday, July 12, 1962","""We're Not THAT Anxious To Balance The Budget""",Kennedy Administration
"Friday, July 13, 1962",[Untitled],Protests
"Sunday, July 15, 1962","""You Think We'll Ever Get Together?""",US Economy
"Tuesday, July 17, 1962","""Chins Up -- Far Better Thing And All That -- Move Along -- Good Chap --""",Great Britain
"Wednesday, July 18, 1962","""Throw Him Some More Flowers, Honey -- Let's See How Long He'll Keep Playing""",Kennedy Administration
"Thursday, July 19, 1962",[Untitled],Kennedy Administration
"Friday, July 20, 1962","""That Type Always Makes A Good Advance Man""",World Stability
"Sunday, July 22, 1962","""It Looks Like A Real Free-For-All""",Congress
"Tuesday, July 24, 1962","""Put Your Party On First, Please""",Kennedy Administration
"Wednesday, July 25, 1962","""How Soon Do You Think We Can Get Away From Here And Still Come Back Next Year?""",Congress
"Thursday, July 26, 1962","""Direct From Across The Ocean -- Ain't That Nice!""",Space
"Friday, July 27, 1962","""The Business Situation Is None Of Your Business""",Congress
"Sunday, July 29, 1962",Voice Crying In What's Left Of The Wilderness,Congress
"Tuesday, July 31, 1962","""And They Say We're Against Unity!""",Republic of Congo
"Wednesday, August 1, 1962","""Yeah, It's Almost Enough To Make You Want To Do Something""",Congress
"Thursday, August 2, 1962",The Best Laid Plans,Kennedy Administration
"Friday, August 3, 1962","""Don't Rightly Know If I Can Spare A Nail""",United Nations
"Monday, August 6, 1962","""As You Were Saying, Neighbor, Youth Will Be Youth""",Soviet Union
"Tuesday, August 7, 1962",The Shots Heard Round The Outside World,Nuclear Weapons
"Wednesday, August 8, 1962","""Ho Hum -- It's Sure Dull Around Here""",Congress
"Thursday, August 9, 1962","""These Foreign Tours Are Nice, But I Miss Those Non-Political Trips""","Kennedy, John F."
"Friday, August 10, 1962","""A Funny Thing Happened On The Way Back Here -- We Were Just Telling The Voters Why We Had Opposed the Kennedy Program, When --""","Congressional Elections, 1962"
"Sunday, August 12, 1962","""Para El Progreso, Si! Already I've Written To Washington For Folders On The New Models""",Kennedy Administration
"Tuesday, August 14, 1962","""I Hear Two More Made It To Outer Space""",Soviet Union
"Wednesday, August 15, 1962","""Say, How Come You Don't Like This Guy?""",Special Interests
"Thursday, August 16, 1962","""Hold On To The Reins -- No, Not So Right! -- Watch The Road -- Look Out For Those Other Chariots --""",Kennedy Administration
"Friday, August 17, 1962","""Let's Say It Wasn't Exactly A 'Tight Money' Policy""",Senate
"Sunday, August 19, 1962","""In Case Anything Should Go Wrong, I Want You To Know It's Been Nice Being Teamed Together""",Kennedy Administration
"Tuesday, August 21, 1962","""I Don't Know -- I Recently Read About Some Sedative That Had Bad Effects""",Space
"Wednesday, August 22, 1962",The Other Wall,Soviet Union
"Thursday, August 23, 1962","""It Was Amusing To See Those Liberals Try To Hang Things Up With A Filibuster""",Congress
"Friday, August 24, 1962","""Sure -- We Recognize You""",Soviet Union
"Sunday, August 26, 1962","""Sorry, I'm Not That Kind Of A Finger Man""",Kennedy Administration
"Tuesday, August 28, 1962","""I Think Them Feds Got Me, Boys, But I Know You'll Carry On""",Civil Rights
"Wednesday, August 29, 1962","""It Is My Great Privilege To Present A Man Who -- Uh -- Has A Brother Who --""","Congressional Elections, 1962"
"Thursday, August 30, 1962","""Trouble Growing Hair? You Came To Just The Right Place""",Communism
"Friday, August 31, 1962","""And Where Are You Going? Asked The Timber Wolf",Kennedy Administration
"Sunday, September 2, 1962","""We Don't Want ANY Outside Interference""",Civil Rights
"Tuesday, September 4, 1962","""Keep A Close Watch On Those Men Over There -- They're After Your Money""",Congress
"Wednesday, September 5, 1962","""Just One More --""",Kennedy Administration
"Thursday, September 6, 1962","""Have You Ever Tried To Get A Return Signal On A Message To Capitol Hill?""",Kennedy Administration
"Friday, September 7, 1962","""You Wanted Me To Get Rid Of Those Little Loopholes""",Kennedy Administration
"Sunday, September 9, 1962","""Our Quarters Are Satisfactory, And Soon We Will Look For Something More Permanent""",Cold War
"Tuesday, September 11, 1962","""Outrageous! And Thank Goodness It Didn't Happen To Be One Of Ours""",People's Republic of China
"Wednesday, September 12, 1962","""Another Historic First!""",Soviet Union
"Thursday, September 13, 1962",Channel Swimmer,Great Britain
"Friday, September 14, 1962","""We Didn't Go Far Enough -- We Should Have Been Against Voting By White People Too""",State Gubernatorial Elections
"Sunday, September 16, 1962","""Guess Who""",Nuclear Weapons
"Tuesday, September 18, 1962",Burning Deck,Civil Rights
"Wednesday, September 19, 1962","""We Are Determined To Fight Communism By Any Means Short Of Actual Spending""",Congress
"Thursday, September 20, 1962","""Best Little Old Tool On The Market""",Congress
"Friday, September 21, 1962",Anchors Aweigh,World Economy
"Sunday, September 23, 1962","""Isn't He The Fellow That's Always Complaining To The Club Committees?""",United Nations
"Tuesday, September 25, 1962",[Untitled],State Gubernatorial Elections
"Wednesday, September 26, 1962",Little Bundle From Congress,Kennedy Administration
"Thursday, September 27, 1962","""We've Eked Out A Little Seed Grain For Next Time""",Kennedy Administration
"Friday, September 28, 1962","""Fellow In Mississippi Is Determined To Enroll Here -- Shall We Let Him In?""",Civil Rights
"Sunday, September 30, 1962","""But Cheer Up -- We Hope Soon To Develop The Bomb Which Will Enable Us to Start a Nuclear War""",People's Republic of China
"Tuesday, October 2, 1962",Higher Education In Mississippi,Civil Rights
"Wednesday, October 3, 1962","""... He Took Water And Washed His Hands Before The Multitude ...""",Civil Rights
"Thursday, October 4, 1962",Out-Of-The-World Series,Space
"Friday, October 5, 1962","""Some Of You Have Perhaps  -- Hrmph -- Heard Of These Tribes""",Great Britain
"Sunday, October 7, 1962","""On Your Toes, Now! I Want All Of You Clean And Fit""",Congress
"Tuesday, October 9, 1962","""Once More Unto The Brink, Once More""",World Stability
"Wednesday, October 10, 1962","""It's Awful The Way We've Been Cooped Up Here""",Congress
"Thursday, October 11, 1962","""Poor Fish""",Kennedy Administration
"Thursday, October 11, 1962",Waiting For The Other Shoe,World Stability
"Friday, October 12, 1962","""I Said, You Do Have Your Hearing Aid Turned On, Sir, Don't You?""","Congressional Elections, 1962"
"Sunday, October 14, 1962","""Hope You Didn't Take Anything Personally -- The Fact Is We Don't Even Get Along With Each Other""",Kennedy Administration
"Tuesday, October 16, 1962",Preoccupation Force,World Stability
"Wednesday, October 17, 1962","""You See Anything Real Plain Yet?""",World Stability
"Thursday, October 18, 1962","""How Did We Happen To Get Into This Rig?""",Great Britain
"Friday, October 19, 1962","""This Pair Feels Pretty Good""",Cuban Missile Crisis
"Sunday, October 21, 1962",Hallowe'en Season,Nuclear Weapons
"Tuesday, October 23, 1962",Vote For One,Cuban Missile Crisis
"Wednesday, October 24, 1962",The Other Road,Cuban Missile Crisis
"Thursday, October 25, 1962","""I May Still Have To Rely On Reckless Inaction""",Cuban Missile Crisis
"Friday, October 26, 1962",Other Foreign News,Civil Rights
"Sunday, October 28, 1962",Tick -- Tock -- Tick --,Cuban Missile Crisis
"Tuesday, October 30, 1962","""Now, Where Was I?""","Congressional Elections, 1962"
"Wednesday, October 31, 1962","""Anyone Else Who Doesn't Believe In The Abominable Snowman?""",World Stability
"Thursday, November 1, 1962","""Let's Get A Lock For This Thing""",World Stability
"Friday, November 2, 1962","""Uh Huh -- Listen -- Yeah, Too Bad -- Listen -- Let Me Tell You What Happened To Me, Krishna --""",Cuban Missile Crisis
"Sunday, November 4, 1962","""What Was All The Excitement About One More Nuclear Weapons Base?""",Nuclear Weapons
"Tuesday, November 6, 1962","Say We've Been Following A No-Win, Appeasement Policy, Comrade, And I Ask, Who Lost China?""",Soviet Union
"Wednesday, November 7, 1962","""Now?""",World Stability
"Thursday, November 8, 1962","""Of Course I Know -- It's Mrs. Roosevelt""",In Memoriam
"Friday, November 9, 1962","""Now, Do You Want To Go For Double?""","Presidential Election, 1964"
"Sunday, November 11, 1962","""Indeed, Suh! Some Of Mah Kinfolk Are Yankees""","Congressional Elections, 1962"
"Tuesday, November 13, 1962",[Untitled],Cold War
"Wednesday, November 14, 1962","""Wow! It Sure Doesn't Taste Like Tomato Juice""",United Nations
"Thursday, November 15, 1962","""-- And Now For A Few More Late Returns In Those Disputed Races --""","Congressional Elections, 1962"
"Friday, November 16, 1962","""And Speaking Of Replacing Useless Equipment --""",World Stability
"Sunday, November 18, 1962","""Thanks, Boys""",Cold War
"Tuesday, November 20, 1962",[Untitled],World Stability
"Wednesday, November 21, 1962","""-- And Besides, It's All Cheap Russian Merchandise""",Cuba
"Thursday, November 22, 1962","""It's A Pleasure To Work At Your Side -- Can You Move Over A Bit More?""","Congressional Elections, 1962"
"Friday, November 23, 1962","""If You Don't Mind Danger, You Can Serve In One Of Our Cities Here At Home""",Kennedy Administration
"Sunday, November 25, 1962",[Untitled],Kennedy Administration
"Tuesday, November 27, 1962","""Well, To Start With, Of Course You Know He's A Nut""",Soviet Union
"Wednesday, November 28, 1962",Majority Of One,France
"Thursday, November 29, 1962","""I Can't Come Out And Riot Tonight -- I Got To Study Civics""",Civil Rights
"Friday, November 30, 1962",Roof Of The World,World Stability
"Sunday, December 2, 1962","""Thank You -- And Now How About Full Support?""",United Nations
"Tuesday, December 4, 1962","""Well, Invite Somebody! Send For That Albanian""",People's Republic of China
"Wednesday, December 5, 1962","""Who Can Say What Kind Of Power Struggle Is Going On In That Mysterious City?""",Cold War
"Thursday, December 6, 1962","""Shut Mah Mouth""",Racism
"Friday, December 7, 1962","""It Was Right Here Just A Little While Ago""","Presidential Election, 1964"
"Sunday, December 9, 1962","""You're About All Played Out-ch""",Kennedy Administration
"Tuesday, December 11, 1962","""There's No Secret About My Black Box Plan""",Nuclear Weapons
"Wednesday, December 12, 1962",The Age Of Pyramid Building,Kennedy Administration
"Thursday, December 13, 1962","""I Came In Late. Which Was It That Was Un-American -- Women Or Peace?""",House Un-American Activities Committee
"Friday, December 14, 1962","""I Was Afraid This Would Happen Some Day""",Congress
"Sunday, December 16, 1962","""Since You Been Going With That Doll, You're Getting Chicken""",Sino-Soviet Split
"Tuesday, December 18, 1962","""Come In -- We Put Out The Welcome Moat For You""",Europe
"Wednesday, December 19, 1962","""Let 'Em Vote For Congressmen -- Long As We Can Keep The Congressmen From Voting For Them""",Civil Rights
"Thursday, December 20, 1962","""It's Fine -- When Do You Think We'll Get The Other Walls And The Roof?""",Kennedy Administration
"Friday, December 21, 1962","""Announcing A Substitute Hurler --""",Great Britain
"Monday, December 24, 1962","""What's It To Us What They Do Down There?""",World Stability
"Wednesday, December 26, 1962",[Untitled],Great Britain
"Thursday, December 27, 1962","""Pilot 1963 To Palm Beach -- We're Running Into A Little Turbulence Up Here --""",Congress
"Friday, December 28, 1962","""You See -- First Women, Then Negroes, Now Congressmen And Senators""",Congress
"Sunday, December 30, 1962","""Exactly! Why Shouldn't He Break Away?""",United Nations
"Tuesday, January 1, 1963","""That's The Way It Goes. Along Comes Some Dame With A Smile --""",Culture
"Wednesday, January 2, 1963","""That Last Guy Looked Like Kennedy""",Kennedy Administration
"Thursday, January 3, 1963","""Come On, Come On -- Don't Be A Coward""",Sino-Soviet Split
"Friday, January 4, 1963","""This Is What You Might Call Defense In Depth""",Congress
"Sunday, January 6, 1963","""I Know What I Don't Like""",Soviet Union
"Tuesday, January 8, 1963","""You're Out Of Order""",Congress
"Wednesday, January 9, 1963",The Press,Labor
"Thursday, January 10, 1963","""Gee, That Was Exciting -- Some Day, Let's Actually Go In""",Kennedy Administration
"Friday, January 11, 1963",[Untitled],Congress
"Sunday, January 13, 1963","""Stop That Racket -- I've Got A Party-Splitting Headache""",People's Republic of China
"Tuesday, January 15, 1963","""My Voices Tell Me To Drive Out The British If It Takes All Of The 15th Century""",Europe
"Wednesday, January 16, 1963","""That's Going A Little Too Far""",Congress
"Thursday, January 17, 1963","""This Kind Of Reckless Talk Could Take The World To The Brink Of Peace""",People's Republic of China
"Friday, January 18, 1963","""Why Don't We Have The Thrifty Budgets Of Ben Franklin's Day?""",Kennedy Administration
"Sunday, January 20, 1963","""Reminds Me Of That Crazy Idea Of Henry Ford's That You Can Make More Selling At Lower Prices""",Kennedy Administration
"Tuesday, January 22, 1963","""You Think They Might Really Pull An Inspection?""",Nuclear Weapons
"Wednesday, January 23, 1963","""Stop Him -- He's Digging A Hole!""",Kennedy Administration
"Thursday, January 24, 1963",Second Wave At The Bay Of Pigs,Kennedy Administration
"Friday, January 25, 1963","""Britain Is Not Yet Ready To Join Europe""",Europe
"Sunday, January 27, 1963","""The Delinquency Problem Must Be Faced -- We've Got To Build More Jails""",Urban Issues
"Tuesday, January 29, 1963","""Damn Yankee South Carolinians, Georgians, Louisianians, Tennesseans, Arkansans, North Carolinians, Floridians, Texans, Virginians --""",Civil Rights
"Wednesday, January 30, 1963",D-Day Plus 18 1/2 Years,Europe
"Thursday, January 31, 1963","""We Can't Burden Our Children With Deficit Spending""",Kennedy Administration
"Friday, February 1, 1963",Stockpile,Senate
"Sunday, February 3, 1963","""You Still Using That Greasy Kid Stuff?""",Civil Rights
"Tuesday, February 5, 1963","""How Long Do You Think Before They'll Crack Up?""",Cold War
"Wednesday, February 6, 1963","""I'm Broadminded -- I'm Just As Willing To Work For A Democracy""",Kennedy Administration
"Thursday, February 7, 1963","""Come On -- How About Dismantling Them?""",Kennedy Administration
"Friday, February 8, 1963","""Maybe I Should Try To Cut Down""",Congress
"Sunday, February 10, 1963","""Idol Must Have Human Sacrifice""",Congress
"Tuesday, February 12, 1963",[Untitled],Civil Rights
"Wednesday, February 13, 1963","""What's This Talk About A Fitness Program?""",Kennedy Administration
"Thursday, February 14, 1963","""You're Doing Fine, Boy -- Pretty Soon We'll Put You Up Against Some Sparring Partners""","Presidential Election, 1964"
"Friday, February 15, 1963","""That's The Way It Goes, Cap'n""",Kennedy Administration
"Sunday, February 17, 1963",The Uncertain-Trumpet Section,Kennedy Administration
"Tuesday, February 19, 1963",High-Priced Spread,Congress
"Wednesday, February 20, 1963",Birchhead,Republican Party
"Thursday, February 21, 1963","""What Does He Think This Is -- A Legislative Body?""",Senate
"Friday, February 22, 1963","""Oh, Anti-Negro, Eh?""",Congress
"Sunday, February 24, 1963","""Only When I Laugh""",Kennedy Administration
"Tuesday, February 26, 1963","""Who Said Anything About Driving Out Castro? We're Talking About Kennedy""","Presidential Election, 1964"
"Wednesday, February 27, 1963","""What A Workout! I Hate People Who Hold Up Dinner Like That""",Senate
"Thursday, February 28, 1963","""Dear Friend and Comrade: We long to welcome you again. Let us hear from you soon, admitting that you are a no-good two-faced lousy bum. P.S. -- You rat!""",Sino-Soviet Split
"Friday, March 1, 1963","""We Need The Extra Money To Fight More And More Americans Who Are Getting Fed Up With Us""",Congress
"Sunday, March 3, 1963","""Boy, Could We Pass Those Foreign Models -- If We Ever Decided To Get This Thing Fixed""",Congress
"Tuesday, March 5, 1963","""Take Up Thy Bed And Walk""",Supreme Court
"Wednesday, March 6, 1963","""You Stay Out Of This!""",Kennedy Administration
"Thursday, March 7, 1963","""On Second Thought --""",Kennedy Administration
"Friday, March 8, 1963",[Untitled],US Economy
"Sunday, March 10, 1963",Beachcomber,Cuban Missile Crisis
"Tuesday, March 12, 1963","""What's The Matter? We Don't Say 'Niggers' Up Here""",Civil Rights
"Wednesday, March 13, 1963",One-Man Show,Soviet Union
"Thursday, March 14, 1963",Mouse Brings Forth Mountain,Congress
"Friday, March 15, 1963","""Why Don't You Soar?""",Congress
"Sunday, March 17, 1963","""It's called 'Grand Design'""",Kennedy Administration
"Tuesday, March 19, 1963",Invitation To A Top-Level Conference,Sino-Soviet Split
"Wednesday, March 20, 1963","""Hey, Look What The Shifting Sands Have Turned Up""",Middle East
"Thursday, March 21, 1963","""You Know What? Those Guys Act Like They Really Believe That""",Supreme Court
"Friday, March 22, 1963","""Look At It This Way, Fellows -- Do We Know Of A Better Model Secretary Of Defense?""",Senate
"Sunday, March 24, 1963","""Pardon Us, Miss. We Have An Idea To Pep Up Our Act""",Congress
"Tuesday, March 26, 1963",Audience Reaction Report,Congress
"Wednesday, March 27, 1963","""It Does Take Away A Little From The Grandeur""",France
"Thursday, March 28, 1963","""Thanks For The Pat On The Back, If That's What It Was""",Kennedy Administration
"Friday, March 29, 1963","""My, You Gave Me A Start! At First I Thought You Had a Beard And A Cigar""",Congress
"Sunday, March 31, 1963","""We're In Complete Accord With The President. We Don't Want To Interfere With The Legislative Branch Of Government""",Congress
"Tuesday, April 2, 1963","""That's Right, Chief -- We're Looking This One Straight In The Eye, But He's Not Blinking""",Kennedy Administration
"Wednesday, April 3, 1963","""No, You Be Our Guest""",Sino-Soviet Split
"Thursday, April 4, 1963","""If People Get Educated, And If They Can Vote, What's To Become Of Us?""",Civil Rights
"Friday, April 5, 1963",His Master's Voice,Special Interests
"Sunday, April 7, 1963","""I Thought You Were Bringing The Matches""",Kennedy Administration
"Tuesday, April 9, 1963","""I'm Off To Bold Adventures, Only I Dassn't Cross The Street""","Presidential Election, 1964"
"Wednesday, April 10, 1963","""You Want A Hot Line To The Capitol Too?""",Kennedy Administration
"Thursday, April 11, 1963","""Make Yourself Comfy In Our Little Lodge""",Kennedy Administration
"Friday, April 12, 1963","""We Are Not A Muse""",Soviet Union
"Sunday, April 14, 1963","""We Have Discovered A Particularly Dangerous Piece Of Radical, Subversive Propaganda""","Presidential Election, 1964"
"Tuesday, April 16, 1963","""Some Day We'll Have To Get This Thing Finished""",Nuclear Weapons
"Wednesday, April 17, 1963","""This Guerrilla Stuff Is A Different Type War""",Kennedy Administration
"Thursday, April 18, 1963","""Do You Think I'm Being Too Daring?""",Kennedy Administration
"Friday, April 19, 1963","""So Nice You're Going To Moscow. Perhaps They'll Let You Have Another Look At Those Missiles""",Cuba
"Saturday, April 20, 1963","""Oh, Boy -- We're In The Clear!""",Kennedy Administration
"Sunday, April 21, 1963","""I Can't Wait To Save You""",France
"Tuesday, April 23, 1963","""Well, Back To The Old Grind""",Kennedy Administration
"Wednesday, April 24, 1963","""First Let's Get Him Out Of That Black Box""",Cold War
"Thursday, April 25, 1963","""I'd Like To Speak To The Head Of The House""",World Stability
"Friday, April 26, 1963",Mystery Car,Soviet Union
"Sunday, April 28, 1963","""Ah, Yes -- The Murder Of That Hiker Was A Dastardly Act""",Racism
"Tuesday, April 30, 1963","""What Do You Mean, I Can't Take It With Me?""",West Germany
"Wednesday, May 1, 1963","""Do You Think You Really Need Offensive Weapons?""",Cold War
"Thursday, May 2, 1963","""Bah! You're Not Trying To Make It Grow""",Soviet Union
"Friday, May 3, 1963","""Ugh -- It Sounds Like That Damn Cavalry Again""",Republican Party
"Sunday, May 5, 1963","""-- Married Her, He Did, And Both Divorced And All --""",Republican Party
"Tuesday, May 7, 1963",Great Debate,Kennedy Administration
"Wednesday, May 8, 1963","""Notice How I Got The Draw On Him""",Congress
"Thursday, May 9, 1963","""Onward And Upward, But Not Too Far""",Soviet Union
"Friday, May 10, 1963","""You Know What? A Lot Of People Down Here Are Just Plain Prejudiced Against Us""",Civil Rights
"Sunday, May 12, 1963","""I Was Doing A Little Slicing --""",Kennedy Administration
"Tuesday, May 14, 1963","""... Out, Out, Brief Candle! Life's But A Walking Shadow ...""",Cold War
"Wednesday, May 15, 1963","""You Don't Understand, Boy -- You're Supposed To Just Shuffle Along""",Civil Rights
"Thursday, May 16, 1963","""Meanwhile, BAck At The Earth --""",World Stability
"Friday, May 17, 1963","""Ask The Un-American Activities Committee To Investigate What This Strange Flag Is Doing Down Here""",Civil Rights
"Sunday, May 19, 1963","""Those Alabama Stories Are Sickening. Why Can't They Be Like Us And Find Some Nice, Refined Way To Keep The Negroes Out?""",Civil Rights
"Tuesday, May 21, 1963","""Hold It, Gordo -- My Turn To Orbit And Take Shots Of You""",Space
"Wednesday, May 22, 1963",Sit-In,Civil Rights
"Thursday, May 23, 1963","""Now That We've Got Out, We Wait For Them To Come Back And Offer To Let Us Drive""",Congress
"Friday, May 24, 1963","""A Funny Thing Happened On The Way To Kicking Out 1000 School Kids --""",Civil Rights
"Sunday, May 26, 1963",Delinquents,United Nations
"Tuesday, May 28, 1963","""That Was For Paving The Road, Not Blocking It""",Civil Rights
"Wednesday, May 29, 1963","""How About One More Try?""",World Stability
"Thursday, May 30, 1963","""Faster! ... Here It Takes All The Running You Can Do, To Keep In The Same Place""",Civil Rights
"Friday, May 31, 1963",Eclipse,Civil Rights
"Sunday, June 2, 1963",The Good Earth,World Stability
"Tuesday, June 4, 1963",A Death In The Family,In Memoriam
"Wednesday, June 5, 1963","""Huh -- Time Already?""",Civil Rights
"Thursday, June 6, 1963","""Picketing! Demonstrations! Government Meddling! I Don't Know What This Country Is Coming To""",Civil Rights
"Friday, June 7, 1963","""Perhaps Mac Might Be Glad To Have Some Old, Tired Blood In The Government Again""",Congress
"Sunday, June 9, 1963","""Ain't It A Beaut?""",Pollution
"Tuesday, June 11, 1963",Judgment At Moscow,Soviet Union
"Wednesday, June 12, 1963","""Well, I Tried To Block The Doorway""",Civil Rights
"Thursday, June 13, 1963","Washington, D.C., June, 1963",Civil Rights
"Friday, June 14, 1963",[Untitled],Kennedy Administration
"Sunday, June 16, 1963","""As For Civil Rights, I Agree With Sen. Goldwater That This Is A Matter Of State Rights -- Uh -- Let's Finish This Speech Somewhere Else""",Republican Party
"Tuesday, June 18, 1963","""What Do They Expect Us To Do -- Listen To The Kids Pray At Home?""",Supreme Court
"Wednesday, June 19, 1963","""Frightfully Sorry, Really""",Great Britain
"Thursday, June 20, 1963",[Untitled],World Stability
"Friday, June 21, 1963",Message To Congress,Civil Rights
"Sunday, June 23, 1963","""Look, Everybody, I'm Not Paying Any Attention""",Kennedy Administration
"Tuesday, June 25, 1963",Tusk To Tusk,Republican Party
"Wednesday, June 26, 1963",A Time For Greatness,Senate
"Thursday, June 27, 1963","""Never Mind The Fine Print, Son -- How Would You Like To Win That Girl?""",Civil Rights
"Friday, June 28, 1963","""After All, These Men Are Mortal -- And Who Will I Be Dealing With After They're All Gone?""",France
"Sunday, June 30, 1963","""Ha Ha Ha And Ho Ho Ho""",Congress
"Tuesday, July 2, 1963","""Now, Let's Not Carry That Independence Day Spirit Too Far""",Civil Rights
"Wednesday, July 3, 1963","""Remember The Good Old Days When They Were Inscrutable?""",Sino-Soviet Split
"Thursday, July 4, 1963","""Sorry, But You Have An Incurable Skin Condition""",Civil Rights
"Friday, July 5, 1963",Grand Alliance,France
"Sunday, July 7, 1963","""Imagine Trying To Tell People What They Can Do In Their Own Places Of Business!""",Congress
"Tuesday, July 9, 1963","""We're Doing 70 And He's Still There""",US Economy
"Wednesday, July 10, 1963","""Oh, He's A Great Anti-Communist -- It's Just That He Finds The Buddhists Are Easier To Get At""",South Vietnam
"Thursday, July 11, 1963",Cold Line,Sino-Soviet Split
"Friday, July 12, 1963","""All Set, Chief -- Three Public Relations Agency News Stories Praising Chiang, And An Editorial Blasting Kennedy For Managing The News""",Kennedy Administration
"Sunday, July 14, 1963","""It's Not Only The Committee Room -- The Whole Country Is Being Packed With Those Damned American Civil-Righters""",Congress
"Tuesday, July 16, 1963","""Oh, Sorry -- We Thought It Was A Goldwater Rally""",People's Republic of China
"Wednesday, July 17, 1963","""Le-gis-la-tion, It Shall Not Be Moved""",Congress
"Thursday, July 18, 1963",Wall-To-Wall Under-The-Carpeting,Kennedy Administration
"Friday, July 19, 1963","""The Prospects For A Test Ban Are Hopeful ...""",World Stability
"Sunday, July 21, 1963","""How Long Is A Boarding-House Reach?""",Civil Rights Act of 1963
"Tuesday, July 23, 1963","""I Was Hoping They Wouldn't Schedule A Stop Here""",Congress
"Wednesday, July 24, 1963","""As I Was Saying, The Administration Has Failed To Take A Bold, Fearless Stand --""","Goldwater, Barry"
"Thursday, July 25, 1963","""But They May Be Grinding Exceeding Fine""",Congress
"Friday, July 26, 1963",A Place In The Sun,World Stability
"Sunday, July 28, 1963","""Courage, Men, Till The Clouds Come Back""",World Stability
"Tuesday, July 30, 1963","""How Long Do You Think He'll Keep Going On This Basis?""",Kennedy Administration
"Wednesday, July 31, 1963","""You Know That Dirty Imperialist Warmonger, Harriman? Well, He's A Dirty Imperialist Peacemonger""",People's Republic of China
"Thursday, August 1, 1963","""Naturally, I Would Have To Consider Carefully Any Limitations In The Atmosphere Or Outer Space""",France
"Friday, August 2, 1963","""We Off-Limits Boys Have To Stick Together""",Civil Rights
"Sunday, August 4, 1963","""Want To Transfer To My School, Kid?""",US Economy
"Monday, August 5, 1963",[Untitled],World Stability
"Tuesday, August 6, 1963",Legacy,In Memoriam
"Wednesday, August 7, 1963","""In This Boat We're All Integrated""",US Economy
"Thursday, August 8, 1963",Boarding House,Congress
"Friday, August 9, 1963","""Who Needs It? We're Still Moving, Aren't We?""",Kennedy Administration
"Sunday, August 11, 1963",[Untitled],South Vietnam
"Tuesday, August 13, 1963","""It Helps Pass The Time""",Congress
"Wednesday, August 14, 1963","""As I Was Saying, A Test-Ban Agreement Might Have Resulted In A Fatal Gap""",Nuclear Weapons
"Thursday, August 15, 1963","""After All, I Have My Pride Too, You Know""",France
"Friday, August 16, 1963","""Well, If There's No Way Out, Maybe We Can Give Him A Black Sheepskin""",Civil Rights
"Sunday, August 18, 1963","""I'm A Young Goil What Would Like To Help Youse Wit' Your Shopping""",US Economy
"Tuesday, August 20, 1963","""I Guess You Fellows Better Go On Ahead""",Congress
"Wednesday, August 21, 1963",It's A Wise Father That Knows His Own Bomb,Nuclear Weapons
"Thursday, August 22, 1963",Tribal Ritual,Congress
"Friday, August 23, 1963",New Boy In School,World Stability
"Sunday, August 25, 1963",U-Boat,Congress
"Tuesday, August 27, 1963",... Conceived In Liberty And Dedicated To The Proposition That All Men Are Created Equal ...,Civil Rights
"Wednesday, August 28, 1963","""And When Do You March?""",Congress
"Thursday, August 29, 1963","""Thanks A Lot But No Thanks""",Republican Party
"Friday, August 30, 1963","""Those Crazy Buddhists -- Setting Fire To Themselves""",South Vietnam
"Sunday, September 1, 1963",Hands Across The Sea,World Stability
"Tuesday, September 3, 1963","""Well, We're Not Fanatics About Saving Money""",Congress
"Wednesday, September 4, 1963","""Bad News, Chief -- Education Is Breaking Out In Another Area""",Civil Rights
"Thursday, September 5, 1963","""Dear Nikita -- It Was Interesting to See Your Test-Ban Treaty, Which You Can Put Away In The Same Place You Keep Your Missiles""",Cuba
"Friday, September 6, 1963","""And Remember, Nothing Can Be Accomplished By Taking To The Streets""",Civil Rights
"Sunday, September 8, 1963","""I Don't Want Any Inside Interference!""",Civil Rights
"Tuesday, September 10, 1963","""Basically There Are Three Governments Involved -- The Diem Government, The U.S.A., And The C.I.A.""",South Vietnam
"Wednesday, September 11, 1963",Dropout,Civil Rights
"Thursday, September 12, 1963","""It's Not Practical -- There's No Assurance That It Wouldn't Also Save The Russians""",World Stability
