Date of Cartoon,Title,Major Subject
"Wednesday, February 12, 1947",Football,Truman Administration
"Thursday, February 13, 1947","""Hey!""",Truman Administration
"Friday, February 14, 1947",Out Of The Woodwork,Congress
"Saturday, February 15, 1947","""Him Give People Magic -- Not Good For People To Have Magic!""",Truman Administration
"Sunday, February 16, 1947",Tight Little Isle,Great Britain
"Monday, February 17, 1947","""Now, That's As Tall As You're Supposed To Be""",Congress
"Tuesday, February 18, 1947","""I Did It With My Little Hatchet""",Congress
"Wednesday, February 19, 1947",Prometheus,Truman Administration
"Thursday, February 20, 1947","""Does The Fly Come With It?""",Labor
"Friday, February 21, 1947","""Think Hard, Now -- Try To Remember""",Republican Party
"Saturday, February 22, 1947","""You're Going To Hold Down The Budget -- That's Nice""",Congress
"Sunday, February 23, 1947","""Ya Gotta Be Smarter Than The Law""",Georgia
"Monday, February 24, 1947",Mr. Taft Shoots His Bolt,Truman Administration
"Tuesday, February 25, 1947","""They Want Us To Cooperate Better""",Congress
"Wednesday, February 26, 1947","""Adios, Muchachos""",Congress
"Thursday, February 27, 1947","""I Keep Thinking I See Footprints""",Truman Administration
"Friday, February 28, 1947","""Eeny, Meeny, Miney, Mo""",Congress
"Saturday, March 1, 1947","""Oh, My Darling Clementine""",Labor
"Sunday, March 2, 1947",Main Bout,Post-Second World War World Order
"Monday, March 3, 1947","""Heard Any Good Radio Programs Lately?""",Post-Second World War World Order
"Tuesday, March 4, 1947","""You Looking For A Communist Organizer, Mister?""",Congress
"Wednesday, March 5, 1947","""Ruffian!""",Senate
"Thursday, March 6, 1947","""Unh Unh -- It Ain't In The Budget""",Congress
"Friday, March 7, 1947","""The Operation Is Over -- Run Along, Now""",Post-Second World War World Order
"Saturday, March 8, 1947",[Untitled],World Stability
"Sunday, March 9, 1947","""Put Me In, Coach! Put Me In!""",World Stability
"Monday, March 10, 1947","""I Hear Things Are Getting Pretty Critical""",Congress
"Tuesday, March 11, 1947","""You Tell 'Em, Kid -- I'm A Sovereign Power Myself""",World Stability
"Wednesday, March 12, 1947","""Pretty Rough Stretch Here, Eh, Driver?""",World Stability
"Thursday, March 13, 1947","""I'm Here To Stay, Too""",World Stability
"Friday, March 14, 1947","""Remember, This Is For Him""",Truman Administration
"Saturday, March 15, 1947","""You're Sure You'll Send For Me As Soon As Possible?""",Truman Administration
"Sunday, March 16, 1947","""Remember When There Used To Be Far-Away Places?""",Congress
"Monday, March 17, 1947","""I Thought I Told You To Stay Down""",Congress
"Tuesday, March 18, 1947",Big Four Conference,Post-Second World War World Order
"Wednesday, March 19, 1947",[Untitled],World Stability
"Thursday, March 20, 1947","""You My New Daddy?""",Georgia
"Friday, March 21, 1947","""I Do Believe,"" Said Alice At Last, ""That They Live In The Same House!""",Post-Second World War World Order
"Saturday, March 22, 1947","""When Do You Think I Can Go Out By Myself?""",United Nations
"Sunday, March 23, 1947","""Here We Go Round The Mulberry Bush""",World Stability
"Monday, March 24, 1947","""Now To Separate Them""",Congress
"Tuesday, March 25, 1947","""See -- I'm Upholding American Government""",Congress
"Wednesday, March 26, 1947","""Couldn't We Make Better Time Driving Forward?""",Congress
"Thursday, March 27, 1947","""You Belong To An International Organization?""",Congress
"Friday, March 28, 1947","""I Said I'd Cut The Grass Come Hell Or High Water""",Congress
"Saturday, March 29, 1947","""I Thought Your Friend Couldn't Stay Long""",US Economy
"Sunday, March 30, 1947","""Has He Stopped Breathing Yet?""",Senate
"Monday, March 31, 1947","Sweet, Sweet Music",Congress
"Tuesday, April 1, 1947","""I Call My Men Out Every Month""",Coal Industry
"Wednesday, April 2, 1947","""Do They Go With The Robes, Your Majesty?""",Greece
"Thursday, April 3, 1947","""You Think It's Good For A Loan, Boss?""",Spain
"Friday, April 4, 1947",The Bedfellow Traveler,World Stability
"Saturday, April 5, 1947",Hand-Washing Ceremony,Coal Industry
"Sunday, April 6, 1947","""It's All Right -- I've Got Him On A Leash""",Congress
"Monday, April 7, 1947","""I'm Sitting On Top Of The World""",US Economy
"Tuesday, April 8, 1947","""Come In! Come In!""",Congress
"Wednesday, April 9, 1947","""What Are You Doing After The Trial, Baby?""",Post-Second World War World Order
"Thursday, April 10, 1947","""Tut Tut -- Drive On""",US Economy
"Friday, April 11, 1947","""95 -- 96 -- 97 -- 98""",US Economy
"Saturday, April 12, 1947",Ballet In Moscow,Post-Second World War World Order
"Sunday, April 13, 1947",The Wayward Bus,Congress
"Monday, April 14, 1947","""How Are You Coming With That Atomic Power?""",Coal Industry
"Tuesday, April 15, 1947","""Excited? Excited? Who's Excited!""","Wallace, Henry A"
"Wednesday, April 16, 1947",New Design For Veterans' Housing,Congress
"Thursday, April 17, 1947",Big Four Peace Layout,Post-Second World War World Order
"Friday, April 18, 1947","""Ho Hum -- Care To Read The Paper?""",United Nations
"Saturday, April 19, 1947","""We Just Want A Washing Machine""",Congress
"Sunday, April 20, 1947","""Don't Bother Me With Details, M'Boy -- Just Keep Flying""",US Economy
"Monday, April 21, 1947","""I Seem To Be Getting Smaller And Smaller""",US Economy
"Tuesday, April 22, 1947",Industrial Pattern,Labor
"Wednesday, April 23, 1947","""Champagne For Everybody!""",Congress
"Thursday, April 24, 1947","""How's That Again? You Talking To Me, Boy?""",Cold War
"Friday, April 25, 1947",Ajax Defying The Lightning,US Economy
"Saturday, April 26, 1947","""Blow Real Hard, Now""",United Nations
"Sunday, April 27, 1947",Iron Curtain,Cold War
"Monday, April 28, 1947","""Brother, Can You Spare The Time?""",Congress
"Tuesday, April 29, 1947",One More Spring,World Stability
"Wednesday, April 30, 1947",[Untitled],Schools
"Thursday, May 1, 1947",Patience,Cold War
"Friday, May 2, 1947","""Oops -- Sorry""",World Stability
"Saturday, May 3, 1947","""Always Remember, Pal -- I'm For You""",Congress
"Sunday, May 4, 1947",Counting The Gains,Congress
"Monday, May 5, 1947","""What -- Stew Again?""",Congress
"Tuesday, May 6, 1947",[Untitled],Congress
"Wednesday, May 7, 1947","""Cat Got Your Tongue?""",Cold War
"Thursday, May 8, 1947","""They're Just Kids -- They Won't Know The Difference""",Congress
"Friday, May 9, 1947","""Whatsamatter -- You Going Soft?""",Congress
"Saturday, May 10, 1947","""Are You Kidding?""",Truman Administration
"Sunday, May 11, 1947",Brave New World,World Stability
"Monday, May 12, 1947","""You Don't Say! They Have 'Em, Too, Eh?""",Congress
"Tuesday, May 13, 1947","""Just Leave It In The Mailbox, Lady""",Truman Administration
"Wednesday, May 14, 1947","""Well, Chum -- This Is It""",Congress
"Thursday, May 15, 1947","""Too Bad You Ain't The Voice Of Snowy-Suds""",Congress
"Friday, May 16, 1947","""They Say He's Very Prosperous""",Truman Administration
"Saturday, May 17, 1947","""Don't Wave That Red Flag At Me, You Communist!""",US Economy
"Sunday, May 18, 1947",The Great Drought,World Stability
"Monday, May 19, 1947","""Oh Boy -- A Spotlight!""",House Un-American Activities Committee
"Tuesday, May 20, 1947","""Yessir -- A Fine Piece Of Land For Planting""",US Economy
"Wednesday, May 21, 1947","""See? Everything All Tied Up Together""",Congress
"Thursday, May 22, 1947","""But I'm Hungry!""",World Stability
"Friday, May 23, 1947","""Not Guilty""",White on Black Violence
"Saturday, May 24, 1947","""Up, Jumbo, Up!""",Congress
"Sunday, May 25, 1947","""Go Back! Wrong Boat!""",Daughters of the American Revolution
"Monday, May 26, 1947","""Something Seems To Be Stunting His Growth""",United Nations
"Tuesday, May 27, 1947","""Now I'll Roll You For Next Year's Pay""",US Economy
"Wednesday, May 28, 1947","""Do You Notice A Kind Of List?""",World Stability
"Thursday, May 29, 1947",Mary Had A Little Lamb,World Stability
"Friday, May 30, 1947","Ol' Man Congress, He Jes' Keeps Rollin' Along",Congress
"Saturday, May 31, 1947","""How Are Things In Nicaragua?""",Truman Administration
"Sunday, June 1, 1947","""I Don't See Any Danger Of Fascism""",House Un-American Activities Committee
"Monday, June 2, 1947",Reading The Minutes,United Nations
"Tuesday, June 3, 1947","""Now, That's Real Art -- Almost Like A Photograph""",Congress
"Wednesday, June 4, 1947","""Wait Till He Gets This One!""",Congress
"Thursday, June 5, 1947",Sheepskin,Congress
"Friday, June 6, 1947","""Why Don't You Go Back Where You Came From?""",Congress
"Saturday, June 7, 1947","""Hey! What Am I Planting Here?""",Truman Administration
"Sunday, June 8, 1947","""Maybe You Shouldn't Have Sunk It So Soon""",Truman Administration
"Monday, June 9, 1947","""Got Any Ideas?""",World Stability
"Tuesday, June 10, 1947","""It's Okay, Pal -- Your Typing Won't Bother Me A Bit""","Congressional Elections, 1948"
"Wednesday, June 11, 1947",Down The River,Congress
"Thursday, June 12, 1947",Everybody Talkin' 'Bout Heaven Ain't Going' There,Post-Second World War World Order
"Friday, June 13, 1947",Arsenic And Old Lace,Congress
"Saturday, June 14, 1947","""Come, Come, Lad -- You Can't Stop There""",Congress
"Sunday, June 15, 1947","""He'll See You In November, 1948""",Congress
"Monday, June 16, 1947","""Up, Up, Up And Away!""",US Economy
"Tuesday, June 17, 1947","""Don't You Know There's A Housing Shortage Here?""",Congress
"Wednesday, June 18, 1947","""Say, You're In A Tough Spot There""",US Economy
"Thursday, June 19, 1947","""The Gasp You Just Heard Was The Voice Of America""",Congress
"Friday, June 20, 1947","""Okay -- Step On The Starter""",Truman Administration
"Saturday, June 21, 1947","""Oops!""",Congress
"Sunday, June 22, 1947","""See Any Communist Supporters Around?""",Congress
"Monday, June 23, 1947","""Three O'Clock Yet?""",Congress
"Tuesday, June 24, 1947","""Pooh -- I'm In 1948 Already!""","Congressional Elections, 1948"
"Wednesday, June 25, 1947",The New Good Neighbor Policy,Truman Administration
"Thursday, June 26, 1947","""Think He Looks Okay Now?""",Congress
"Friday, June 27, 1947","""I'm Another One Of The Old 1929 Crowd, Pal""",Congress
"Saturday, June 28, 1947",The New Map Of Europe,Post-Second World War World Order
"Sunday, June 29, 1947","""Think It's Okay To Go To The Fire?""",World Stability
"Monday, June 30, 1947","""You Might Be A Displaced Person Yourself Next Year""",Congress
"Tuesday, July 1, 1947","""Does Macy's Tell Gimbel's""",Washington DC
"Wednesday, July 2, 1947","""Et Tu, Robert?""",Congress
"Thursday, July 3, 1947","""Oh, Goodness -- We're Not That Much Interested!""",Congress
"Friday, July 4, 1947","""How'm I Doin'?""",World Stability
"Saturday, July 5, 1947",Molotov Cocktail,World Stability
"Sunday, July 6, 1947","""I'm Counting On Him, Too""",Congress
"Monday, July 7, 1947","""This Rocket Travel Sure Beats Flying""",US Economy
"Tuesday, July 8, 1947","""And So Beautifully Packed!""",Spain
"Wednesday, July 9, 1947",[Untitled],Roswell Incident
"Thursday, July 10, 1947","""Sh! After A While They'll Go Away""",Congress
"Friday, July 11, 1947","""I Just Bored A Few Little Loopholes In It""",Congress
"Saturday, July 12, 1947",Open Door,World Stability
"Sunday, July 13, 1947","""Don't Mind Me -- Keep Right On Working""",Truman Administration
"Monday, July 14, 1947","""Next Stop, Wyoming -- 9 Votes""","Presidential Election, 1948"
"Tuesday, July 15, 1947",Profit And Loss,Truman Administration
"Wednesday, July 16, 1947","""You Say You See Flying Secrets?""",House Un-American Activities Committee
"Thursday, July 17, 1947",Government By Blackjack,Congress
"Friday, July 18, 1947",Lady Or The Tiger,Congress
"Saturday, July 19, 1947","""Where You Going On Your Investigation This Year?""",Congress
"Sunday, July 20, 1947","""All Set?""",Congress
"Monday, July 21, 1947","""Well, So Long -- Here Comes My Train""",Congress
"Tuesday, July 22, 1947","""Open Up That Golden Gate!""","Presidential Election, 1948"
"Wednesday, July 23, 1947","""I Still Don't Like It""",Congress
"Thursday, July 24, 1947",Loyalty Test,Truman Administration
"Friday, July 25, 1947",Haunted House,Congress
"Saturday, July 26, 1947","""Want A Nice Fur Piece, Pal?""",US Economy
"Sunday, July 27, 1947",[Untitled],"Presidential Election, 1948"
"Monday, July 28, 1947","""You're Connected With Infra-Red Rays, Ain't You?""",House Un-American Activities Committee
"Tuesday, July 29, 1947",Coal Bucket,Europe
"Wednesday, July 30, 1947","""Let's Buy A Cheap Car And Tour The Country""",Congress
"Thursday, July 31, 1947",-- But Don't Go Near The Water,United Nations
"Friday, August 1, 1947","""Come In -- The Water's Fine!""",Senate
"Saturday, August 2, 1947","""Need Any Office Equipment?""",Truman Administration
"Sunday, August 3, 1947",She Must Have Just Climbed Up By Herself,US Economy
"Monday, August 4, 1947","""I Think You Might Be Interested In This""",World Economy
"Tuesday, August 5, 1947",Bottom Of The Barrel,Great Britain
"Wednesday, August 6, 1947","""Remember When I Was Tiny And You Used to Hold Me?""",World Stability
"Thursday, August 7, 1947","I Shot An Arrow Into The Air, It Fell To Earth, I Knew Not Where",Senate
"Friday, August 8, 1947","""Once More Unto The Breach, Dear Friends, Once More""",Great Britain
"Saturday, August 9, 1947","""It Looks Kinda Funny To Me""",Congress
"Sunday, August 10, 1947",Round-The-World Trip,World Stability
"Monday, August 11, 1947","""Warm, Isn't It?""",World Stability
"Tuesday, August 12, 1947",[Untitled],Senate
"Wednesday, August 13, 1947","""One Side, Bub -- I'm Just Getting Up Steam""",US Economy
"Thursday, August 14, 1947","""Mind If I Work On This Mystery, Too?""",Congress
"Friday, August 15, 1947","""Redcoats, See? Burning The Capitol! In Technicolor!""",US Economy
"Saturday, August 16, 1947","""You Folks Hear Any Talk About A Housing Shortage?""",Congress
"Monday, August 18, 1947","""I've Seen That Guy Somewhere Before""",World Stability
"Tuesday, August 19, 1947","""Ever Feel As If You Were Only Half There?""",Post-Second World War World Order
"Wednesday, August 20, 1947","""I Thought You Didn't Like Price Controls""",US Economy
"Thursday, August 21, 1947","""Aren't You Kind Of Running It Into The Ground?""",United Nations
"Friday, August 22, 1947",Bundle From Heaven,Congress
"Saturday, August 23, 1947","""Somehow, I Thought It Would Be Different""",Post-Second World War World Order
"Sunday, August 24, 1947","""Oh, No! Not You Again!""",Senate
"Monday, August 25, 1947","""What A Curious Feeling!"" Said Alice. ""I Must Be Shutting Up Like A Telescope!""",US Economy
"Tuesday, August 26, 1947","""What Did You Do With All That Money, Anyhow?""",US Economy
"Wednesday, August 27, 1947",Jack The Giant Killer,Congress
"Friday, August 29, 1947","""Mind A Bit Of A Suggestion, Gov'nor?""",Great Britain
"Friday, September 19, 1947","""I Never Saw Him Before in My Life""",US Economy
"Saturday, September 20, 1947","""Now, Here's What We Say To Russia --""",World Stability
"Tuesday, September 23, 1947","""Far From The Madding Crowd's Ignoble Strife""",US Economy
"Wednesday, September 24, 1947","""Whose Move Is It?""",Congress
"Thursday, September 25, 1947","""Very Interesting! We Must Discuss This Next January""",Congress
"Friday, September 26, 1947","""You Got One That Says 'U.N.'?""",United Nations
"Saturday, September 27, 1947",Bipartisan Policy,Truman Administration
"Sunday, September 28, 1947","""You Think It'll Work Any Better On The Hogs?""",US Economy
"Monday, September 29, 1947","""Ah Yes, Amigos -- I Know How Hungry You Are""",Argentina
"Tuesday, September 30, 1947","""Why Don't You Wait And Buy Another One Of These?""",World Stability
"Wednesday, October 1, 1947","""Hold Everything Till After the Election, Fellows""",World Stability
"Thursday, October 2, 1947",On Margin,World Stability
"Saturday, October 4, 1947","""Pst!""",World Stability
"Sunday, October 5, 1947","""I Think They'd Like Theirs Straight""",World Stability
"Monday, October 6, 1947","""Where Are Our Big, Strong Voices Today?""",United Nations
"Tuesday, October 7, 1947","""Now, Is Everything Perfectly Obscure?""",Soviet Union
"Wednesday, October 8, 1947","""Everybody Ready For Hallowe'en?""",House Un-American Activities Committee
"Thursday, October 9, 1947","""I Don't See Anybody That Looks Undernourished""",Congress
"Saturday, October 11, 1947","""Yup -- This Is The Right Road""",US Economy
"Sunday, October 12, 1947","""Are You Remembering To Save Grain, Too?""",US Economy
"Monday, October 13, 1947","""You're With The State Department, I Presume""",Second Red Scare
"Tuesday, October 14, 1947","""Eat Hearty, Lads""",Congress
"Wednesday, October 15, 1947","""I Didn't Quite Catch All The Names""",Congress
"Thursday, October 16, 1947","""Yours, Partner""",Congress
"Friday, October 17, 1947","""Look, Boy -- Nice Biscuit!""",US Economy
"Saturday, October 18, 1947","""It's Sure Hard To Get Help These Days""",Truman Administration
"Sunday, October 19, 1947",Bong!,US Economy
"Monday, October 20, 1947","""I Can Almost Hear The People Shouting Already""",Congress
"Tuesday, October 21, 1947","""Make Any Discoveries?""",Congress
"Wednesday, October 22, 1947","""If You Ask Me, It's Un-American""",House Un-American Activities Committee
"Thursday, October 23, 1947","""Is It An All-Mickey-Mouse Show?""",House Un-American Activities Committee
"Friday, October 24, 1947",[Untitled],Truman Administration
"Saturday, October 25, 1947",Capitol Hill,Congress
"Sunday, October 26, 1947",The Big Plunge,"Presidential Election, 1948"
"Monday, October 27, 1947","""You Think We'd Better Give Him A Hand, Huh?""",Congress
"Tuesday, October 28, 1947","""They Didn't Ask Me Who Should Get The Trip, Kid""",Post-Second World War World Order
"Wednesday, October 29, 1947","""Which One Do We Have The Run On Tomorrow, Boss?""",US Economy
"Thursday, October 30, 1947","""That Settles It! The Government Is Un-American Too!""",House Un-American Activities Committee
"Friday, October 31, 1947","""It's Okay -- We're Hunting Communists""",House Un-American Activities Committee
"Saturday, November 1, 1947","""It's A Free Country, Ain't It?""",Congress
"Sunday, November 2, 1947","""Are You Suffering, Too?""",Congress
"Monday, November 3, 1947","""Would You Mind Weighing In?""",Congress
"Tuesday, November 4, 1947","""Guess Who""",Truman Administration
"Wednesday, November 5, 1947","""That's What Happens When You Let In The Common People""",Congress
"Thursday, November 6, 1947",Officially Buried,United Nations
"Friday, November 7, 1947","""You Mean Just Like Real American Citizens?""",Congress
"Saturday, November 8, 1947","""I Ain't Got Any Secrets""",World Stability
"Sunday, November 9, 1947",Stopgap Program,Congress
"Monday, November 10, 1947","""Day Last Week We Had An Egg""",Europe
"Tuesday, November 11, 1947","""See Any Short Cut?""",Congress
"Wednesday, November 12, 1947","""You'd Be Surprised How Things Are Improving""",Congress
"Thursday, November 13, 1947","""Say -- That's Pretty Nice""",Labor
"Friday, November 14, 1947","""Cold War""",Europe
"Saturday, November 15, 1947","""You Call This Running?""","Presidential Election, 1948"
"Sunday, November 16, 1947","""Who In The World Wrote This?""",Truman Administration
"Monday, November 17, 1947","""Fellas, I've Got A Swell Slogan!""",US Economy
"Tuesday, November 18, 1947","Now, If You'd Like To See Something In A Larger Book --'",Congress
"Wednesday, November 19, 1947","""You Ready With That Rope, Pal?""",Truman Administration
"Thursday, November 20, 1947","""We Now Bring You America's Answer --""",Cold War
"Friday, November 21, 1947","""What's The Big Hurry, Bud?""",Senate
"Saturday, November 22, 1947","""If I Ever Find This Guy I'll Arrest Him On Sight""",Congress
"Sunday, November 23, 1947","""All Aboard For The Good Old Days!""",US Economy
"Tuesday, November 25, 1947","""Is That Me Talking?""",Republican Party
"Wednesday, November 26, 1947","""Ain't No Committee Holding Me Back""",Senate
"Thursday, November 27, 1947","""Think It Would Be Dignified To Walk A Little Faster?""","Presidential Election, 1948"
"Friday, November 28, 1947",Preview Of 1948,"Presidential Election, 1948"
"Saturday, November 29, 1947","""Nobody's Gonna Swing A Club On Me!""",House Un-American Activities Committee
"Sunday, November 30, 1947",For Want Of A Nail --,US Economy
"Monday, December 1, 1947","""Ah, Nuts -- This Is Close Enough""",Congress
"Tuesday, December 2, 1947",Battle Of Europe,Cold War
"Wednesday, December 3, 1947","""This Is Okay, But I Get A Bigger Bang Out Of City Life""",World Stability
"Thursday, December 4, 1947","""Explain Free Competition To Me Again, Will You?""",Congress
"Friday, December 5, 1947","""We Don't Want To Rush You Or Anything, But --""",Congress
"Saturday, December 6, 1947","""Fellas, It's Going To Be A Landslide!""",US Economy
"Sunday, December 7, 1947",Jingo Bells! Jingo Bells!,Congress
"Monday, December 8, 1947","""I Don't Know What I'd Do Without You, Mister""",World Stability
"Tuesday, December 9, 1947","""Get The Idea? We'll Let Him Eat Himself To Death""",Congress
"Wednesday, December 10, 1947","""Testing -- $1 -- $2 --$3 -- $4 --""",US Economy
"Thursday, December 11, 1947","""D-Day?""","Presidential Election, 1948"
"Friday, December 12, 1947",[Untitled],France
"Saturday, December 13, 1947","""I'm Going To Ask Him To Be A Good Boy""",Congress
"Sunday, December 14, 1947","""It's A Small World, Isn't It?""",Truman Administration
"Monday, December 15, 1947","""Aren't You Glad To See Me?""","Presidential Election, 1948"
"Tuesday, December 16, 1947","""You Always Ask Me What I Want, But I Never Get It""",Congress
"Wednesday, December 17, 1947","""How Are You Feeling Today, Dear?""",World Economy
"Thursday, December 18, 1947","""Does He Know The Homes Of All The Boys and Girls All Over The World?""",Congress
"Friday, December 19, 1947","""Ain't There Some Way to Separate Them?""",Senate
"Saturday, December 20, 1947","""Merry Christmas! I've Got To Be Going Now""",Congress
"Sunday, December 21, 1947",Winter Quarters,World Stability
"Monday, December 22, 1947","""Tell Me About The Past""",Congress
"Tuesday, December 23, 1947","""Good Morning, Mr. Boom"" ""Morning, Mr. Bust""",US Economy
"Wednesday, December 24, 1947","""This Is A Far, Far Better Thing You Do --""","Presidential Election, 1948"
"Thursday, December 25, 1947",[Untitled],Christmas
"Friday, December 26, 1947",Supersonic Flight,US Economy
"Saturday, December 27, 1947","""Pst! Want To Save Some Money, Mister?""",World Stability
"Sunday, December 28, 1947","""Junior!""",New Year
"Tuesday, December 30, 1947","""Here Comes The F.B.I. Report Now""",Anti-Communism
"Wednesday, December 31, 1947","""Listen! Listen To The People Cheering!""","Presidential Election, 1948"
"Thursday, January 1, 1948","""Shoulda Shut 'Em Down Completely""",US Economy
"Friday, January 2, 1948","""You Mean You Still Want A Real, Live Pony?""",Congress
"Saturday, January 3, 1948","""I Know A Cue When I Hear One""",Truman Administration
"Sunday, January 4, 1948","""Going Up""",Congress
"Monday, January 5, 1948","""Shoo! Shoo, Bossy!""",Congress
"Tuesday, January 6, 1948","""It'll Be Easier To Carry You A Piece At A Time""",Congress
"Wednesday, January 7, 1948","""I Thought You Were Going To Take Me Along""",Truman Administration
"Thursday, January 8, 1948","""Now For A Hell Of A Putt""",Congress
"Friday, January 9, 1948","""What's For Dessert, Fellas?""",Truman Administration
"Saturday, January 10, 1948","""It Would Be Tough To Be Out In The Cold in March -- Or November""",Congress
"Sunday, January 11, 1948","""I Don't Want Something 'Just-As-Good' This Time""",Congress
"Monday, January 12, 1948","""What Are You Trying To Do. Start A Landslide?""","Presidential Election, 1948"
"Tuesday, January 13, 1948",Different Worlds,Truman Administration
"Wednesday, January 14, 1948","""Did You Want To Tear This Up, Too?""",Congress
"Thursday, January 15, 1948","""Rover, Have You Put Your Muzzle On Yet?""",Congress
"Friday, January 16, 1948","""Hello, Elmer""",Senate
"Saturday, January 17, 1948","""Nothing Is Certain But Death And Taxes""",Congress
"Sunday, January 18, 1948","""You Can Be Clearing The Ground, There""",Congress
"Monday, January 19, 1948","""We've Got To Cut Wherever We Can""",Congress
"Tuesday, January 20, 1948",[Untitled],Congress
"Wednesday, January 21, 1948","""That's A Little Bit Far For Me To See, Doc""",Congress
"Thursday, January 22, 1948","""This Time No Fooling, Huh, Fellas?""",Congress
"Friday, January 23, 1948","""Come On, Chum -- When Does The Third Round Start?""",Congress
"Saturday, January 24, 1948",Everybody Happy?,"Presidential Election, 1948"
"Sunday, January 25, 1948","""What For? It Ain't Raining""",Congress
"Monday, January 26, 1948","""How Are We Coming Along With Those Atoms, Dave?""",Truman Administration
"Tuesday, January 27, 1948","""Hey! Wait A Minute!""",World Economy
"Wednesday, January 28, 1948","""Maybe I'm More The Eisenhower Type""","Presidential Election, 1948"
"Thursday, January 29, 1948","""Who's Your Friend With The Hatchet?""",Truman Administration
"Friday, January 30, 1948","""If Anybody Gets Hurt This Time, Don't Blame Me""",US Economy
"Saturday, January 31, 1948",Gandhi,In Memoriam
"Sunday, February 1, 1948","""Everything The Same Except The Calendar, Eh?""",United Nations
"Monday, February 2, 1948","""It Must Be Wonderful To Be An American Citizen""",Congress
"Tuesday, February 3, 1948",Pen Vs. Sword,Congress
"Wednesday, February 4, 1948",Bell-Ringer,Civil Rights
"Thursday, February 5, 1948","""I Brought Something Along To Sit Down On""",Congress
"Friday, February 6, 1948","""Well, You Weren't Going Anywhere Anyhow""",US Economy
"Sunday, February 8, 1948","""Yoo Hoo! Ceiling Man!""",Congress
"Monday, February 9, 1948","""Feel Anything Yet?""",US Economy
"Tuesday, February 10, 1948","""What's All This Commodity Market Stuff About?""",US Economy
"Wednesday, February 11, 1948",The Valentine Spirit,Cold War
"Thursday, February 12, 1948","""You Mean Some People Have Heating Problems?""",Truman Administration
"Friday, February 13, 1948","""Now We See Through A Glass, Darkly""",US Economy
"Sunday, February 15, 1948",The Egg And I,Senate
"Monday, February 16, 1948",Man In The Street,Congress
"Tuesday, February 17, 1948","""Get Down -- It's Not Over Yet""",Truman Administration
"Wednesday, February 18, 1948","""Or To Take Arms Against A Sea Of Troubles, And By Opposing End Them""",United Nations
"Thursday, February 19, 1948","""I'm A Little Bit Up In The Air Myself""",US Economy
"Friday, February 20, 1948","""Proletarianissimo, Men -- And Watch The Beat""",Soviet Union
"Sunday, February 22, 1948",Big Push,US Economy
"Monday, February 23, 1948","""Cannon To Right Of Them, Cannon To Left Of Them""","Presidential Election, 1948"
"Tuesday, February 24, 1948","""Now If We Could Only Streamline Grandpa""",Congress
"Wednesday, February 25, 1948","""You Want The Police? I'm The Police""",Soviet Union
"Thursday, February 26, 1948","""Some Do It With A Bitter Look, Some With A Flattering Word""",World Stability
"Friday, February 27, 1948","""How's Everything At The Bottling Works?""",Congress
"Saturday, February 28, 1948",Pussyfootprints On The Sands Of Time,United Nations
"Monday, March 1, 1948","""Cute Idea, Huh? I'm Fixing It Up To Scare Truman""","Presidential Election, 1948"
"Tuesday, March 2, 1948","""Get All The Sunshine You Can, Harry""","Presidential Election, 1948"
"Wednesday, March 3, 1948","""Aren't There Certain Risks Involved In Boating?""",Congress
"Thursday, March 4, 1948","""Isn't Inflation Terrible?""",Congress
"Friday, March 5, 1948",The Bookworm,Truman Administration
"Sunday, March 7, 1948","""Why Not Wait Till There Is No More Europe?""",Congress
"Monday, March 8, 1948","""It Was There But It Evaporated""",US Economy
"Tuesday, March 9, 1948","""I Got A Secret Weapon Too""",House Un-American Activities Committee
"Wednesday, March 10, 1948","""Who Do You Think You'll Vote Against?""","Presidential Election, 1948"
"Thursday, March 11, 1948",Up For Another Try,Oil Industry
"Friday, March 12, 1948","""Any Law Against Coloring Eggs?""",Congress
"Sunday, March 14, 1948",Speech On Housing,Congress
"Monday, March 15, 1948","""Some Day That Thing's Gonna Blow Up In My Face""",Presidential Elections--Process
"Tuesday, March 16, 1948","""Just a Minute, Doc -- We'll Make It An Outing""",Congress
"Wednesday, March 17, 1948","""Boo Again!""",Labor
"Thursday, March 18, 1948","""Okay -- Shoot""",Congress
"Friday, March 19, 1948","""Wait A Minute -- Hold It!""",Truman Administration
"Sunday, March 21, 1948",New Look,Middle East
"Monday, March 22, 1948",Crackup,United Nations
"Tuesday, March 23, 1948","""Going! Going! --""",United Nations
"Tuesday, March 23, 1948",One World,World Stability
"Wednesday, March 24, 1948","""Some Kind Of A Shortage Here?""",Truman Administration
"Thursday, March 25, 1948",[Untitled],Cold War
"Friday, March 26, 1948","""Well, He Sure Got Partition Over Here""",Truman Administration
"Sunday, March 28, 1948",Spring,World Stability
"Monday, March 29, 1948",School Days,Congress
"Tuesday, March 30, 1948",Three Little Maids,"Presidential Election, 1948"
"Wednesday, March 31, 1948","""On Second Thought, You're A Lovely Guy -- I Guess""",Senate
"Thursday, April 1, 1948","""Splendid! Stand Just A Little Closer, Please""",Truman Administration
"Friday, April 2, 1948",Road To Berlin,Cold War
"Saturday, April 3, 1948","""Now?""",Congress
"Sunday, April 4, 1948",Road To Rome,Cold War
"Monday, April 5, 1948","""Butterfingers!""",Congress
"Tuesday, April 6, 1948","""Maybe We Better Build The Whole Thing Underground""",United Nations
